time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
3.0,1,-183.24,1628.84,2.0,-145.07,1745.4,2.0,122.65
3.0,2,1454.86,674.79,2.0,1243.51,417.26,2.0,333.15
3.0,3,1650.84,1806.51,2.0,1589.11,1831.18,2.0,66.47
3.0,4,1409.24,466.7,2.0,1461.93,465.37,2.0,52.7
3.0,5,73.73,512.42,2.0,-309.75,404.96,2.0,398.26
3.0,6,2145.98,767.37,2.0,2368.03,639.12,2.0,256.43
3.0,7,1873.26,1815.08,2.0,1825.88,2315.98,2.0,503.14
3.0,8,1430.87,570.25,2.0,1387.3,262.15,2.0,311.16
3.0,9,547.19,666.64,2.0,518.28,411.73,2.0,256.55
3.0,10,759.34,2187.43,2.0,552.8,2376.23,2.0,279.83
3.0,11,1768.41,979.63,2.0,1713.66,977.89,2.0,54.78
3.0,13,847.43,158.7,2.0,797.71,-39.39,2.0,204.23
3.0,15,1907.16,1403.93,2.0,1977.02,1516.16,2.0,132.2
3.0,16,841.3,1316.57,2.0,815.25,1196.13,2.0,123.23
3.0,17,-183.46,442.17,2.0,-349.58,611.79,2.0,237.42
3.0,18,-54.51,1946.07,2.0,-31.27,2164.31,2.0,219.47
3.0,19,296.18,1153.7,2.0,367.67,1249.45,2.0,119.49
3.0,20,1197.63,499.78,2.0,1234.43,522.91,2.0,43.46
3.0,21,1274.28,-69.83,2.0,1496.87,-91.93,2.0,223.68
3.0,22,-176.43,835.26,2.0,-500.0,1172.73,2.0,467.53
3.0,23,1344.29,-224.75,2.0,1679.47,-76.22,2.0,366.62
3.0,24,169.22,1217.69,2.0,65.07,1353.24,2.0,170.93
3.0,25,2159.34,1612.19,2.0,2339.26,1618.47,2.0,180.03
3.0,26,361.06,2084.92,2.0,56.53,2317.18,2.0,383.0
3.0,27,40.26,-92.91,2.0,-500.0,-500.0,2.0,676.46
3.0,29,2073.59,1714.84,2.0,2372.0,1723.58,2.0,298.53
3.0,30,1479.54,-106.22,2.0,1739.75,-12.42,2.0,276.61
3.0,31,-190.18,347.95,2.0,-475.25,405.93,2.0,290.92
3.0,32,1973.52,2118.17,2.0,2029.54,2294.89,2.0,185.38
3.0,33,284.99,81.91,2.0,422.59,-500.0,2.0,597.96
3.0,34,780.16,1496.87,2.0,407.9,1760.91,2.0,456.39
3.0,35,1698.3,1399.46,2.0,1834.53,1450.08,2.0,145.33
3.0,36,65.28,2007.0,2.0,-500.0,2246.29,2.0,613.85
3.0,37,619.14,422.04,2.0,517.26,401.87,2.0,103.86
3.0,38,885.54,197.75,2.0,400.43,-84.76,2.0,561.38
3.0,39,1850.47,1561.06,2.0,2091.6,1418.66,2.0,280.04
3.0,41,772.52,-7.83,2.0,479.97,-500.0,2.0,572.55
3.0,42,-20.32,202.61,2.0,-25.54,77.18,2.0,125.54
3.0,43,1968.01,951.83,2.0,2072.85,992.52,2.0,112.46
3.0,44,322.92,1166.65,2.0,3.02,1289.92,2.0,342.83
3.0,45,1525.8,147.2,2.0,1631.96,51.53,2.0,142.91
3.0,46,2165.32,1864.84,2.0,2282.71,1658.12,2.0,237.73
3.0,48,707.68,805.0,2.0,326.84,527.21,2.0,471.39
3.0,49,1986.29,1533.68,2.0,2243.42,1471.72,2.0,264.48
3.0,50,610.13,-62.43,2.0,401.75,63.4,2.0,243.43
3.0,51,1747.24,345.63,2.0,1910.92,145.1,2.0,258.85
3.0,54,1084.86,315.19,2.0,1037.81,208.62,2.0,116.49
3.0,55,212.58,1341.18,2.0,297.3,1473.85,2.0,157.42
3.0,56,2173.13,125.64,2.0,2152.03,125.18,2.0,21.1
3.0,57,1217.01,225.92,2.0,1202.24,9.0,2.0,217.42
3.0,58,395.1,2061.14,2.0,121.74,2137.36,2.0,283.79
3.0,59,779.64,-236.65,2.0,795.94,-381.93,2.0,146.19
3.0,60,1445.59,528.52,2.0,1548.58,560.79,2.0,107.92
3.0,62,673.79,1507.4,2.0,868.44,1542.59,2.0,197.8
3.0,63,1178.86,1938.3,2.0,1077.37,2113.39,2.0,202.38
3.0,64,585.47,-108.53,2.0,180.09,206.34,2.0,513.3
3.0,65,1889.4,2166.78,2.0,1929.23,2307.98,2.0,146.71
3.0,66,916.05,792.0,2.0,862.54,741.72,2.0,73.43
3.0,67,1405.79,1682.15,2.0,1480.4,2148.71,2.0,472.49
3.0,68,346.18,887.3,2.0,46.08,690.06,2.0,359.11
3.0,69,1053.67,1720.07,2.0,1182.66,1715.65,2.0,129.07
3.0,70,1802.79,1998.34,2.0,1696.81,2052.73,2.0,119.12
3.0,71,484.21,713.69,2.0,163.21,614.16,2.0,336.07
3.0,72,30.92,302.87,2.0,169.46,552.7,2.0,285.67
3.0,73,343.74,1646.56,2.0,213.31,1695.75,2.0,139.4
3.0,74,835.0,418.8,2.0,720.23,435.99,2.0,116.05
3.0,75,1883.03,2225.67,2.0,1802.95,2074.14,2.0,171.38
3.0,76,779.27,1852.68,2.0,674.12,1917.52,2.0,123.53
3.0,77,1614.36,-10.77,2.0,1649.0,-129.8,2.0,123.96
3.0,78,1448.75,1919.21,2.0,1303.58,1936.31,2.0,146.18
3.0,79,-228.48,500.91,2.0,-254.3,205.12,2.0,296.92
3.0,80,2108.36,389.94,2.0,1949.7,241.07,2.0,217.56
3.0,81,1039.77,1253.96,2.0,1022.09,1142.67,2.0,112.69
3.0,82,994.1,1329.9,2.0,1169.27,1362.63,2.0,178.21
3.0,83,1999.77,1613.89,2.0,1927.56,2098.06,2.0,489.52
3.0,84,1102.08,1669.15,2.0,1383.28,1509.99,2.0,323.12
