timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-2.04,1758.13,2.0,-192.51,1624.49,2.0,-70.572,001-01-0000001,0.92558
1.0,2,1624.81,436.57,2.0,1468.55,659.46,2.0,-85.795,001-01-0000001,0.129963
1.0,3,1575.1,1887.49,2.0,1665.01,1822.76,2.0,-93.002,001-01-0000001,0.082948
1.0,4,1356.27,499.93,2.0,1433.31,474.67,2.0,-71.12,001-01-0000001,0.825294
1.0,5,-16.32,480.16,2.0,62.47,485.63,2.0,-49.867,001-01-0000001,0.916552
1.0,6,1642.25,993.71,2.0,2153.66,762.62,2.0,-97.732,001-01-0000001,0.139229
1.0,7,2114.55,1665.98,2.0,1875.03,1819.11,2.0,-90.033,001-01-0000001,0.336216
1.0,8,1431.11,562.91,2.0,1424.18,553.63,2.0,-74.206,001-01-0000001,0.739392
1.0,9,471.82,900.75,2.0,562.91,645.51,2.0,-79.166,001-01-0000001,0.060351
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2028.52,845.31,2.0,1764.9,970.34,2.0,-80.876,001-01-0000001,0.698009
1.0,14,-71.8,1378.84,2.0,-1.67,1259.46,2.0,-70.479,001-01-0000001,0.82141
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-90.21,001-01-0000001,0.181072
1.0,16,696.68,1252.48,2.0,836.37,1321.72,2.0,-69.459,001-01-0000001,0.873942
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.75,1918.72,2.0,-70.78,1969.01,2.0,-77.167,001-01-0000001,0.77256
1.0,19,770.34,613.68,2.0,292.4,1154.16,2.0,-73.784,001-01-0000001,0.32525
1.0,20,1304.97,910.86,2.0,1182.37,507.19,2.0,-85.889,001-01-0000001,0.083486
1.0,21,1365.95,-35.29,2.0,1281.24,-90.79,2.0,-69.778,001-01-0000001,0.840017
1.0,22,-97.04,632.58,2.0,-187.09,829.25,2.0,-69.613,001-01-0000001,0.151137
1.0,23,973.24,-209.65,2.0,1342.84,-229.36,2.0,-75.57,001-01-0000001,0.222844
1.0,24,212.8,1486.36,2.0,165.04,1218.83,2.0,-67.887,001-01-0000001,0.927591
1.0,25,2036.37,1554.43,2.0,2177.44,1597.52,2.0,-92.259,001-01-0000001,0.150808
1.0,26,376.7,2104.13,2.0,350.85,2090.52,2.0,-80.557,001-01-0000001,0.69113
1.0,27,-88.28,78.93,2.0,29.91,-101.42,2.0,-47.563,001-01-0000001,0.0
1.0,28,707.0,436.73,2.0,655.04,319.75,2.0,-63.094,001-01-0000001,0.786403
1.0,29,2036.48,1579.78,2.0,2089.36,1716.11,2.0,-86.531,001-01-0000001,0.520294
1.0,30,1629.59,1.08,2.0,1482.86,-125.25,2.0,-76.026,001-01-0000001,0.696343
1.0,32,2147.3,1975.15,2.0,1975.06,2129.63,2.0,-93.854,001-01-0000001,0.179899
1.0,33,377.85,365.27,2.0,276.88,80.04,2.0,-61.352,001-01-0000001,0.470284
1.0,34,861.0,1433.72,2.0,771.04,1517.05,2.0,-83.18,001-01-0000001,0.276343
1.0,35,1805.99,1343.93,2.0,1703.23,1414.12,2.0,-74.885,001-01-0000001,0.920271
1.0,36,-22.08,1999.04,2.0,39.18,2005.9,2.0,-76.852,001-01-0000001,0.809097
1.0,37,593.29,458.2,2.0,617.56,419.38,2.0,-59.288,001-01-0000001,0.862081
1.0,38,1080.09,172.95,2.0,912.27,204.59,2.0,-75.158,001-01-0000001,0.347596
1.0,39,1930.6,1568.54,2.0,1858.06,1552.38,2.0,-80.352,001-01-0000001,0.811691
1.0,41,833.1,-34.25,2.0,766.4,-15.95,2.0,-71.967,001-01-0000001,0.266926
1.0,43,1962.31,968.07,2.0,1976.93,956.03,2.0,-84.516,001-01-0000001,0.477687
1.0,44,328.96,1042.38,2.0,301.49,1170.25,2.0,-78.459,001-01-0000001,0.145211
1.0,45,1586.94,-95.97,2.0,1529.99,139.05,2.0,-81.153,001-01-0000001,0.354837
1.0,46,2163.72,2063.69,2.0,2173.16,1868.2,2.0,-93.797,001-01-0000001,0.206483
1.0,47,135.34,0.41,2.0,217.79,-41.15,2.0,-49.663,001-01-0000001,1e-06
1.0,48,807.91,951.78,2.0,698.48,796.42,2.0,-70.828,001-01-0000001,0.738195
1.0,49,2000.01,1500.0,2.0,2000.28,1526.92,2.0,-100.309,001-01-0000001,0.061627
1.0,50,612.51,4.14,2.0,614.84,-72.26,2.0,-66.705,001-01-0000001,0.281677
1.0,51,1992.36,351.96,2.0,1752.16,366.64,2.0,-79.1,001-01-0000001,0.719422
1.0,52,754.57,245.43,2.0,406.71,331.91,2.0,-69.924,001-01-0000001,0.347259
1.0,53,945.55,117.27,2.0,805.7,18.76,2.0,-62.445,001-01-0000001,0.883517
1.0,54,1765.52,265.52,2.0,1101.2,308.75,2.0,-85.177,001-01-0000001,0.218463
1.0,55,-75.16,1118.78,2.0,185.59,1343.27,2.0,-89.091,001-01-0000001,0.146283
1.0,56,1880.15,-174.73,2.0,2185.18,116.11,2.0,-72.027,001-01-0000001,0.920028
1.0,58,439.05,2128.7,2.0,387.09,2085.88,2.0,-90.889,001-01-0000001,0.087282
1.0,59,321.66,113.04,2.0,774.33,-238.92,2.0,-60.423,001-01-0000001,0.098443
1.0,60,1466.41,482.88,2.0,1460.72,532.82,2.0,-68.595,001-01-0000001,0.92284
1.0,61,259.42,740.55,2.0,-116.79,609.16,2.0,-65.63,001-01-0000001,0.611725
1.0,62,661.31,1613.71,2.0,666.53,1522.24,2.0,-94.226,001-01-0000001,0.054369
1.0,63,1170.13,1919.61,2.0,1186.92,1960.37,2.0,-82.63,001-01-0000001,0.622339
1.0,64,493.09,-95.77,2.0,584.74,-110.93,2.0,-55.277,001-01-0000001,0.769788
1.0,65,2154.13,1990.86,2.0,1901.34,2190.16,2.0,-80.55,001-01-0000001,0.890071
1.0,66,912.58,919.73,2.0,939.3,790.95,2.0,-64.955,001-01-0000001,0.936658
1.0,67,1309.02,1681.13,2.0,1405.5,1708.95,2.0,-67.497,001-01-0000001,0.987566
1.0,68,436.83,990.76,2.0,329.59,896.17,2.0,-72.611,001-01-0000001,0.504979
1.0,69,1034.66,1581.39,2.0,1070.1,1736.29,2.0,-80.912,001-01-0000001,0.55514
1.0,70,1935.55,2194.19,2.0,1812.69,2024.22,2.0,-82.521,001-01-0000001,0.829288
1.0,71,606.8,606.9,2.0,486.1,710.63,2.0,-64.189,001-01-0000001,0.762054
1.0,73,499.99,1270.97,2.0,334.31,1655.46,2.0,-85.143,001-01-0000001,0.025047
1.0,74,912.14,397.82,2.0,832.99,418.25,2.0,-75.156,001-01-0000001,0.24787
1.0,75,1894.76,1669.61,2.0,1893.59,2228.22,2.0,-86.954,001-01-0000001,0.471325
1.0,76,850.04,1975.24,2.0,803.82,1845.83,2.0,-75.729,001-01-0000001,0.883632
1.0,77,1556.22,-106.96,2.0,1616.48,-39.61,2.0,-84.41,001-01-0000001,0.137628
1.0,78,1451.86,1942.65,2.0,1456.79,1930.51,2.0,-83.115,001-01-0000001,0.664683
1.0,79,109.09,1078.22,2.0,-229.86,515.72,2.0,-71.2,001-01-0000001,0.593887
1.0,80,2069.33,467.73,2.0,2111.31,402.37,2.0,-89.471,001-01-0000001,0.135565
1.0,81,1137.05,1709.58,2.0,1057.99,1273.98,2.0,-77.097,001-01-0000001,0.816268
1.0,82,857.35,1288.79,2.0,978.38,1315.24,2.0,-91.883,001-01-0000001,0.041415
1.0,83,1984.78,1571.14,2.0,2008.24,1614.59,2.0,-101.957,001-01-0000001,0.124376
1.0,84,819.03,1228.14,2.0,1103.15,1693.73,2.0,-64.716,001-01-0000001,0.966778
1.0,85,1021.87,2059.18,2.0,1116.07,2072.0,2.0,-84.322,001-01-0000001,0.541926
1.0,86,2028.47,68.66,2.0,2041.48,-62.27,2.0,-81.218,001-01-0000001,0.607288
1.0,88,1026.07,2108.74,2.0,957.44,2065.61,2.0,-88.558,001-01-0000001,0.285454
