time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-70.572,0.607,-18.092,20
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.383,-30.500,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-20.905,-37.586,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.324,-31.544,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-38.962,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.550,-29.402,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.463,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.095,-38.986,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.732,-31.330,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.068,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.377,-13.901,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.697,-26.331,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.177,-28.969,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.225,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.278,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.425,-3.185,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.110,-16.861,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.193,-35.047,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.653,-33.232,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-25.939,-36.088,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,10.169,-2.906,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.004,-19.688,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.478,-32.394,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.252,-16.892,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-85.795,-22.873,-34.952,19
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.288,-35.623,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.998,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.247,-28.570,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.247,-32.861,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.311,-33.030,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.191,-14.126,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.579,-16.512,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.863,4.067,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.798,-29.885,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.843,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.732,-32.273,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.804,-19.429,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.310,-5.424,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.201,-15.753,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.792,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.006,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.185,-24.928,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.248,-31.828,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.103,-39.062,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.336,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.901,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.706,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.520,-28.134,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.406,-40.000,18
1.000,3,1665.008,1822.764,2.000,1,001-01-0000001,N,-93.002,-35.783,-40.000,32
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.321,-39.440,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.572,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.841,-34.679,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.383,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.725,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.305,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.734,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.076,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.186,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.029,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.918,-39.599,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.261,-34.008,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.386,-29.522,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.821,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.115,-30.691,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.248,-29.111,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.889,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.141,-27.278,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.126,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.036,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.062,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.149,5.610,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.795,-23.754,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-71.120,-6.137,-25.693,18
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.616,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-18.967,-31.578,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-2.858,-20.393,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-16.890,-35.567,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.411,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.408,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.368,-5.235,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.929,5.751,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.402,-17.183,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.039,-38.795,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.302,-34.401,14
1.000,4,1433.310,474.673,2.000,13,001-01-0000013,N,-73.000,-9.634,-20.913,9
1.000,4,1433.310,474.673,2.000,14,001-01-0000014,N,-86.777,-24.668,-36.556,7
1.000,4,1433.310,474.673,2.000,15,001-01-0000015,N,-70.166,-7.530,-19.604,10
1.000,4,1433.310,474.673,2.000,16,001-01-0000016,N,-95.441,-36.090,-40.000,23
1.000,4,1433.310,474.673,2.000,17,001-01-0000017,N,-77.755,-15.372,-28.909,18
1.000,4,1433.310,474.673,2.000,18,001-01-0000018,N,-85.063,-21.369,-36.281,14
1.000,4,1433.310,474.673,2.000,19,001-01-0000019,N,-85.543,-26.412,-36.327,13
1.000,4,1433.310,474.673,2.000,20,001-01-0000020,N,-95.018,-35.363,-40.000,15
1.000,4,1433.310,474.673,2.000,21,001-01-0000021,N,-100.287,-39.703,-40.000,27
1.000,4,1433.310,474.673,2.000,22,001-01-0000022,N,-88.214,-29.881,-37.422,23
1.000,4,1433.310,474.673,2.000,23,001-01-0000023,N,-100.093,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,24,001-01-0000024,N,-104.937,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,25,001-01-0000025,N,-96.912,-35.548,-40.000,21
1.000,5,62.465,485.626,2.000,26,001-01-0000001,N,-49.867,-8.605,-21.966,5
1.000,5,62.465,485.626,2.000,2,001-01-0000002,N,-64.556,-26.185,-40.000,8
1.000,5,62.465,485.626,2.000,3,001-01-0000003,N,-79.402,-36.100,-40.000,14
1.000,5,62.465,485.626,2.000,4,001-01-0000004,N,-89.541,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,5,001-01-0000005,N,-111.133,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,6,001-01-0000006,S,-27.109,15.723,22.515,1
1.000,5,62.465,485.626,2.000,7,001-01-0000007,N,-53.670,-12.504,-26.404,6
1.000,5,62.465,485.626,2.000,8,001-01-0000008,N,-67.549,-29.374,-40.000,12
1.000,5,62.465,485.626,2.000,9,001-01-0000009,N,-92.951,-40.000,-40.000,18
