time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-59.984,9.938,-7.504,19
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-16.640,-31.758,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-22.162,-38.843,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-15.581,-32.803,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-40.000,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-17.808,-30.661,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-34.720,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-24.353,-40.000,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-23.989,-32.587,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-34.326,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-5.634,-15.173,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-12.955,-27.591,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-21.435,-30.227,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-28.482,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-31.535,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,6.168,-5.267,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-4.367,-18.133,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-21.450,-36.304,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-19.910,-34.490,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-27.197,-37.345,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,8.912,-5.024,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-8.262,-20.950,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-24.735,-33.651,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-11.510,-18.160,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-74.773,-11.862,-23.929,18
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.300,-35.635,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-26.009,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.259,-28.582,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.259,-32.872,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.322,-33.042,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.203,-14.138,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.591,-16.524,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.851,3.993,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.810,-29.897,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.855,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.744,-32.285,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.816,-19.441,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.321,-5.437,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.213,-15.765,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.804,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.017,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.197,-24.940,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.260,-31.840,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.115,-39.074,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.348,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.912,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.718,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.531,-28.146,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.417,-40.000,18
1.000,3,1665.008,1822.764,2.000,26,001-01-0000001,N,-84.231,-27.013,-37.641,29
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.322,-39.441,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.574,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.842,-34.680,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.384,-33.853,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.726,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.306,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.735,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.997,-35.077,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.578,-39.187,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.030,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.919,-39.600,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.262,-34.009,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.387,-29.523,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.822,-21.917,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.525,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.116,-30.692,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.249,-29.112,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.557,-13.891,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.142,-27.279,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.613,-32.127,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.696,-30.037,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.063,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.148,5.603,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.796,-23.755,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-60.088,4.683,-14.661,17
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.828,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-19.179,-31.791,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-3.070,-20.606,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-17.102,-35.780,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.623,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.620,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.155,-5.540,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.717,5.188,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.190,-17.401,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.251,-39.008,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.514,-34.614,14
1.000,4,1433.310,474.673,2.000,13,001-01-0000013,N,-73.000,-9.846,-21.126,9
1.000,4,1433.310,474.673,2.000,14,001-01-0000014,N,-86.777,-24.880,-36.768,7
1.000,4,1433.310,474.673,2.000,15,001-01-0000015,N,-70.166,-7.742,-19.817,10
1.000,4,1433.310,474.673,2.000,16,001-01-0000016,N,-95.441,-36.302,-40.000,23
1.000,4,1433.310,474.673,2.000,17,001-01-0000017,N,-77.755,-15.584,-29.121,18
