time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-0.03,1664.01,2.0,196.49
1.0,2,1468.55,659.46,2.0,1490.11,360.35,2.0,299.89
1.0,3,1665.01,1822.76,2.0,1561.8,1879.67,2.0,117.86
1.0,4,1433.31,474.67,2.0,1356.27,499.93,2.0,81.07
1.0,5,62.47,485.63,2.0,-16.23,480.08,2.0,78.89
1.0,6,2153.66,762.62,2.0,1642.25,993.71,2.0,561.19
1.0,7,1875.03,1819.11,2.0,2114.25,1666.19,2.0,283.92
1.0,8,1424.18,553.63,2.0,1426.1,556.94,2.0,3.83
1.0,9,562.91,645.51,2.0,468.35,901.8,2.0,273.17
1.0,10,747.94,2211.36,2.0,438.75,2186.61,2.0,310.18
1.0,11,1764.9,970.34,2.0,2007.78,842.9,2.0,274.28
1.0,12,-35.31,129.63,2.0,-123.2,20.23,2.0,140.33
1.0,14,-1.67,1259.46,2.0,-68.4,1376.88,2.0,135.07
1.0,15,1906.5,1411.21,2.0,1883.44,1383.44,2.0,36.1
1.0,17,-190.5,438.9,2.0,-134.87,14.75,2.0,427.78
1.0,18,-70.78,1969.01,2.0,196.74,1918.7,2.0,272.21
1.0,19,292.4,1154.16,2.0,755.31,576.32,2.0,740.4
1.0,20,1182.37,507.19,2.0,1306.11,908.4,2.0,419.85
1.0,21,1281.24,-90.79,2.0,1365.54,-33.72,2.0,101.81
1.0,23,1342.84,-229.36,2.0,965.03,-208.44,2.0,378.39
1.0,24,165.04,1218.83,2.0,379.04,1239.11,2.0,214.96
1.0,25,2177.44,1597.52,2.0,2034.02,1555.93,2.0,149.33
1.0,26,350.85,2090.52,2.0,373.67,2100.43,2.0,24.87
1.0,27,29.91,-101.42,2.0,-88.28,78.93,2.0,215.62
1.0,29,2089.36,1716.11,2.0,2034.18,1580.79,2.0,146.14
1.0,30,1482.86,-125.25,2.0,1629.58,1.24,2.0,193.72
1.0,32,1975.06,2129.63,2.0,2141.54,1952.22,2.0,243.29
1.0,33,276.88,80.04,2.0,375.14,363.62,2.0,300.12
1.0,34,771.04,1517.05,2.0,863.89,1427.97,2.0,128.67
