time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-500.0,1494.91,2.0,333.68
1.0,2,1468.55,659.46,2.0,1510.15,430.28,2.0,232.92
1.0,3,1665.01,1822.76,2.0,1754.59,1585.0,2.0,254.08
1.0,4,1433.31,474.67,2.0,1311.73,-81.25,2.0,569.06
1.0,5,62.47,485.63,2.0,-215.86,-28.7,2.0,584.81
1.0,6,2153.66,762.62,2.0,2469.93,486.81,2.0,419.65
1.0,7,1875.03,1819.11,2.0,2148.74,1935.76,2.0,297.53
1.0,8,1424.18,553.63,2.0,1322.79,619.83,2.0,121.09
1.0,9,562.91,645.51,2.0,430.53,755.22,2.0,171.93
1.0,10,747.94,2211.36,2.0,441.67,2152.86,2.0,311.81
1.0,11,1764.9,970.34,2.0,2002.39,788.8,2.0,298.93
1.0,12,-35.31,129.63,2.0,-255.73,129.08,2.0,220.42
1.0,14,-1.67,1259.46,2.0,-131.43,1218.47,2.0,136.08
1.0,15,1906.5,1411.21,2.0,2117.47,1691.1,2.0,350.5
1.0,17,-190.5,438.9,2.0,-323.48,161.98,2.0,307.19
1.0,18,-70.78,1969.01,2.0,-83.1,2120.99,2.0,152.47
1.0,19,292.4,1154.16,2.0,-120.64,962.38,2.0,455.4
1.0,20,1182.37,507.19,2.0,958.42,727.01,2.0,313.8
1.0,21,1281.24,-90.79,2.0,1126.25,-96.42,2.0,155.1
1.0,23,1342.84,-229.36,2.0,847.31,-460.99,2.0,546.99
1.0,24,165.04,1218.83,2.0,-93.68,1314.39,2.0,275.8
1.0,25,2177.44,1597.52,2.0,2057.65,1731.02,2.0,179.36
1.0,26,350.85,2090.52,2.0,-459.92,1997.35,2.0,816.11
1.0,27,29.91,-101.42,2.0,-42.93,40.28,2.0,159.32
1.0,29,2089.36,1716.11,2.0,1909.83,2263.33,2.0,575.92
1.0,30,1482.86,-125.25,2.0,1636.45,4.62,2.0,201.14
1.0,32,1975.06,2129.63,2.0,2369.79,1702.41,2.0,581.66
1.0,33,276.88,80.04,2.0,49.49,188.32,2.0,251.86
1.0,34,771.04,1517.05,2.0,260.53,839.24,2.0,848.56
1.0,35,1703.23,1414.12,2.0,2032.39,1156.35,2.0,418.07
1.0,36,39.18,2005.9,2.0,-388.67,1744.75,2.0,501.25
1.0,38,912.27,204.59,2.0,1074.77,204.41,2.0,162.5
1.0,39,1858.06,1552.38,2.0,1815.44,1652.16,2.0,108.5
1.0,41,766.4,-15.95,2.0,313.17,33.97,2.0,455.97
1.0,42,-31.37,194.83,2.0,90.44,-325.17,2.0,534.07
1.0,43,1976.93,956.03,2.0,1743.54,786.42,2.0,288.51
1.0,44,301.49,1170.25,2.0,-120.34,1212.81,2.0,423.98
1.0,45,1529.99,139.05,2.0,1711.12,-222.56,2.0,404.44
1.0,46,2173.16,1868.2,2.0,2441.56,1939.66,2.0,277.75
1.0,47,217.79,-41.15,2.0,445.62,-75.86,2.0,230.46
1.0,48,698.48,796.42,2.0,434.82,825.78,2.0,265.28
1.0,49,2000.28,1526.92,2.0,2085.23,1556.52,2.0,89.96
1.0,50,614.84,-72.26,2.0,713.41,-4.56,2.0,119.58
1.0,51,1752.16,366.64,2.0,1570.46,464.48,2.0,206.36
1.0,53,805.7,18.76,2.0,918.08,139.5,2.0,164.95
1.0,54,1101.2,308.75,2.0,1278.64,-19.06,2.0,372.74
1.0,55,185.59,1343.27,2.0,-164.85,1365.33,2.0,351.13
1.0,56,2185.18,116.11,2.0,1877.93,-163.86,2.0,415.67
1.0,58,387.09,2085.88,2.0,262.46,2431.42,2.0,367.34
1.0,60,1460.72,532.82,2.0,1212.53,326.26,2.0,322.9
1.0,61,-116.79,609.16,2.0,-463.66,487.47,2.0,367.6
1.0,62,666.53,1522.24,2.0,544.6,1460.98,2.0,136.45
1.0,63,1186.92,1960.37,2.0,1447.72,1734.53,2.0,345.0
1.0,64,584.74,-110.93,2.0,597.88,-401.81,2.0,291.18
1.0,65,1901.34,2190.16,2.0,2500.0,1650.21,2.0,806.19
1.0,66,939.3,790.95,2.0,840.48,849.76,2.0,115.0
1.0,67,1405.5,1708.95,2.0,1395.28,1482.22,2.0,226.97
1.0,68,329.59,896.17,2.0,154.83,940.9,2.0,180.39
1.0,69,1070.1,1736.29,2.0,1191.61,1933.55,2.0,231.67
1.0,70,1812.69,2024.22,2.0,1541.39,2500.0,2.0,547.7
1.0,73,334.31,1655.46,2.0,206.03,1526.71,2.0,181.75
1.0,74,832.99,418.25,2.0,644.92,179.84,2.0,303.66
1.0,75,1893.59,2228.22,2.0,1405.69,2082.55,2.0,509.18
1.0,76,803.82,1845.83,2.0,515.61,1822.57,2.0,289.15
1.0,77,1616.48,-39.61,2.0,1553.5,-203.09,2.0,175.19
1.0,78,1456.79,1930.51,2.0,1241.29,1739.24,2.0,288.14
1.0,79,-229.86,515.72,2.0,-81.21,739.36,2.0,268.53
1.0,80,2111.31,402.37,2.0,2344.66,322.28,2.0,246.71
1.0,81,1057.99,1273.98,2.0,960.43,1594.84,2.0,335.37
1.0,82,978.38,1315.24,2.0,1084.21,1426.57,2.0,153.61
1.0,83,2008.24,1614.59,2.0,1774.55,1859.82,2.0,338.74
1.0,85,1116.07,2072.0,2.0,1316.24,2472.9,2.0,448.1
1.0,86,2041.48,-62.27,2.0,2008.19,73.28,2.0,139.58
1.0,88,957.44,2065.61,2.0,1021.82,2130.25,2.0,91.23
1.0,89,-116.79,340.15,2.0,-131.13,-83.61,2.0,424.01
1.0,90,1744.02,1698.11,2.0,1819.65,1540.63,2.0,174.69
1.0,91,556.64,473.36,2.0,724.87,628.38,2.0,228.77
1.0,92,-48.84,1574.0,2.0,-500.0,1037.37,2.0,701.08
1.0,93,1631.88,1019.92,2.0,1589.71,834.51,2.0,190.15
1.0,94,594.79,1481.75,2.0,581.01,1521.37,2.0,41.95
