time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-63.443,7.191,-10.963,18
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.928,-31.046,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-21.450,-38.131,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.869,-32.090,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-39.508,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-17.096,-29.948,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-34.008,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.640,-39.531,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-23.277,-31.875,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.614,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.922,-14.453,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-12.243,-26.877,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.723,-29.515,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.770,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.823,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,6.880,-4.137,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.655,-17.413,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.738,-35.592,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-19.198,-33.777,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-26.485,-36.633,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,9.624,-3.876,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.549,-20.235,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-24.023,-32.939,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.798,-17.442,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-76.364,-13.449,-25.520,15
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.296,-35.631,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-26.005,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.255,-28.578,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.255,-32.869,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.318,-33.038,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.199,-14.134,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.587,-16.520,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.855,4.018,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.806,-29.893,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.851,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.740,-32.281,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.812,-19.437,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.317,-5.433,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.209,-15.761,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.800,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.013,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.193,-24.936,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.256,-31.836,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.111,-39.070,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.344,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.909,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.714,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.528,-28.142,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.414,-40.000,18
1.000,3,1665.008,1822.764,2.000,26,001-01-0000001,N,-86.919,-29.700,-40.000,25
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.321,-39.440,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.573,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.842,-34.680,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.383,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.726,-40.000,27
