time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-68.443,2.649,-15.963,18
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.470,-30.588,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-20.992,-37.673,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.412,-31.632,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-39.050,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.638,-29.490,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.551,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.183,-39.073,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.819,-31.417,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.156,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.464,-13.990,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.785,-26.419,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.265,-29.056,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.312,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.365,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.338,-3.344,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.197,-16.950,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.280,-35.134,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.741,-33.319,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-26.027,-36.175,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,10.081,-3.068,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.092,-19.775,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.565,-32.481,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.340,-16.980,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-81.364,-18.443,-30.520,15
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.290,-35.625,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.999,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.249,-28.572,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.249,-32.862,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.312,-33.032,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.193,-14.128,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.581,-16.514,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.861,4.056,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.800,-29.887,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.845,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.734,-32.275,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.806,-19.431,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.311,-5.426,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.203,-15.755,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.794,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.007,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.187,-24.930,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.250,-31.830,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.105,-39.064,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.338,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.902,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.708,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.522,-28.136,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.408,-40.000,18
1.000,3,1665.008,1822.764,2.000,26,001-01-0000001,N,-91.919,-34.700,-40.000,25
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.321,-39.440,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.572,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.841,-34.679,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.383,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.725,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.305,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.734,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.076,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.186,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.029,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.918,-39.599,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.261,-34.008,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.386,-29.522,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.821,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.115,-30.691,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.248,-29.111,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.889,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.141,-27.278,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.126,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.036,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.062,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.149,5.610,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.795,-23.754,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-66.736,-1.785,-21.308,14
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.649,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-18.999,-31.611,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-2.891,-20.425,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-16.922,-35.600,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.444,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.440,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.335,-5.282,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.897,5.662,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.370,-17.216,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.071,-38.828,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.334,-34.434,14
1.000,4,1433.310,474.673,2.000,13,001-01-0000013,N,-73.000,-9.666,-20.945,9
1.000,4,1433.310,474.673,2.000,14,001-01-0000014,N,-86.777,-24.700,-36.589,7
1.000,4,1433.310,474.673,2.000,15,001-01-0000015,N,-70.166,-7.562,-19.636,10
1.000,4,1433.310,474.673,2.000,16,001-01-0000016,N,-95.441,-36.122,-40.000,23
1.000,4,1433.310,474.673,2.000,17,001-01-0000017,N,-77.755,-15.405,-28.941,18
1.000,4,1433.310,474.673,2.000,18,001-01-0000018,N,-85.063,-21.401,-36.313,14
1.000,4,1433.310,474.673,2.000,19,001-01-0000019,N,-85.543,-26.445,-36.360,13
1.000,4,1433.310,474.673,2.000,20,001-01-0000020,N,-95.018,-35.396,-40.000,15
1.000,4,1433.310,474.673,2.000,21,001-01-0000021,N,-100.287,-39.735,-40.000,27
1.000,4,1433.310,474.673,2.000,22,001-01-0000022,N,-88.214,-29.913,-37.454,23
1.000,4,1433.310,474.673,2.000,23,001-01-0000023,N,-100.093,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,24,001-01-0000024,N,-104.937,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,25,001-01-0000025,N,-96.912,-35.581,-40.000,21
1.000,5,62.465,485.626,2.000,26,001-01-0000001,N,-45.602,-4.378,-17.701,4
1.000,5,62.465,485.626,2.000,2,001-01-0000002,N,-64.556,-26.223,-40.000,8
1.000,5,62.465,485.626,2.000,3,001-01-0000003,N,-79.402,-36.138,-40.000,14
1.000,5,62.465,485.626,2.000,4,001-01-0000004,N,-89.541,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,5,001-01-0000005,N,-111.133,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,6,001-01-0000006,S,-27.109,15.685,19.250,1
1.000,5,62.465,485.626,2.000,7,001-01-0000007,N,-53.670,-12.542,-26.442,6
1.000,5,62.465,485.626,2.000,8,001-01-0000008,N,-67.549,-29.412,-40.000,12
1.000,5,62.465,485.626,2.000,9,001-01-0000009,N,-92.951,-40.000,-40.000,18
1.000,5,62.465,485.626,2.000,10,001-01-0000010,N,-89.840,-40.000,-40.000,25
1.000,5,62.465,485.626,2.000,11,001-01-0000011,N,-67.443,-25.535,-40.000,7
1.000,5,62.465,485.626,2.000,12,001-01-0000012,N,-87.918,-40.000,-40.000,9
1.000,5,62.465,485.626,2.000,13,001-01-0000013,N,-81.755,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,14,001-01-0000014,N,-80.444,-39.755,-40.000,20
1.000,5,62.465,485.626,2.000,15,001-01-0000015,N,-87.342,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,16,001-01-0000016,N,-91.257,-40.000,-40.000,13
1.000,5,62.465,485.626,2.000,17,001-01-0000017,N,-90.631,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,18,001-01-0000018,N,-81.052,-37.148,-40.000,18
1.000,5,62.465,485.626,2.000,19,001-01-0000019,N,-86.264,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,20,001-01-0000020,N,-112.913,-40.000,-40.000,28
1.000,5,62.465,485.626,2.000,21,001-01-0000021,N,-108.545,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,22,001-01-0000022,N,-90.145,-40.000,-40.000,20
1.000,5,62.465,485.626,2.000,23,001-01-0000023,N,-96.244,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,24,001-01-0000024,N,-96.509,-40.000,-40.000,27
1.000,5,62.465,485.626,2.000,25,001-01-0000025,N,-100.084,-40.000,-40.000,31
1.000,6,2153.655,762.622,2.000,26,001-01-0000001,N,-95.953,-17.294,-28.443,24
1.000,6,2153.655,762.622,2.000,2,001-01-0000002,N,-92.720,-14.964,-31.827,23
1.000,6,2153.655,762.622,2.000,3,001-01-0000003,N,-80.648,-2.488,-11.566,18
1.000,6,2153.655,762.622,2.000,4,001-01-0000004,N,-90.707,-13.563,-21.992,13
1.000,6,2153.655,762.622,2.000,5,001-01-0000005,N,-83.621,-4.729,-15.476,10
1.000,6,2153.655,762.622,2.000,6,001-01-0000006,N,-102.486,-23.673,-39.542,28
1.000,6,2153.655,762.622,2.000,7,001-01-0000007,N,-79.024,2.629,-13.800,21
1.000,6,2153.655,762.622,2.000,8,001-01-0000008,N,-90.463,-11.755,-23.634,15
1.000,6,2153.655,762.622,2.000,9,001-01-0000009,N,-77.534,2.690,-10.483,9
1.000,6,2153.655,762.622,2.000,10,001-01-0000010,S,-67.522,8.152,-2.140,4
1.000,6,2153.655,762.622,2.000,11,001-01-0000011,N,-97.192,-20.130,-35.131,28
1.000,6,2153.655,762.622,2.000,12,001-01-0000012,N,-96.381,-19.750,-33.995,21
1.000,6,2153.655,762.622,2.000,13,001-01-0000013,N,-81.074,-2.027,-15.100,15
1.000,6,2153.655,762.622,2.000,14,001-01-0000014,N,-84.504,-6.132,-21.344,9
1.000,6,2153.655,762.622,2.000,15,001-01-0000015,N,-72.347,8.579,-7.467,4
1.000,6,2153.655,762.622,2.000,16,001-01-0000016,N,-100.001,-19.751,-37.311,29
1.000,6,2153.655,762.622,2.000,17,001-01-0000017,N,-98.181,-18.978,-29.757,23
