timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-0.01,1026.54,2.0,-192.51,1624.49,2.0,-61.181,001-01-0000001,0.936227
1.0,2,1493.39,360.16,2.0,1468.55,659.46,2.0,-76.768,001-01-0000001,0.601506
1.0,3,1559.54,1878.53,2.0,1665.01,1822.76,2.0,-85.609,001-01-0000001,0.522705
1.0,4,1356.27,499.93,2.0,1433.31,474.67,2.0,-62.108,001-01-0000001,0.983176
1.0,5,-16.25,480.1,2.0,62.47,485.63,2.0,-42.567,001-01-0000001,0.989872
1.0,6,1642.25,993.7,2.0,2153.66,762.62,2.0,-89.434,001-01-0000001,0.064195
1.0,7,2112.78,1667.19,2.0,1875.03,1819.11,2.0,-88.194,001-01-0000001,0.458113
1.0,8,1426.29,557.19,2.0,1424.18,553.63,2.0,-65.208,001-01-0000001,0.967774
1.0,9,469.59,901.41,2.0,562.91,645.51,2.0,-71.188,001-01-0000001,0.529952
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2006.72,842.85,2.0,1764.9,970.34,2.0,-71.672,001-01-0000001,0.960441
1.0,14,-68.17,1376.76,2.0,-1.67,1259.46,2.0,-61.392,001-01-0000001,0.98286
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-82.285,001-01-0000001,0.676784
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.74,1918.69,2.0,-70.78,1969.01,2.0,-67.729,001-01-0000001,0.977708
1.0,19,770.3,613.6,2.0,292.4,1154.16,2.0,-64.989,001-01-0000001,0.820481
1.0,20,1305.89,908.86,2.0,1182.37,507.19,2.0,-79.955,001-01-0000001,0.435384
1.0,21,1365.49,-33.52,2.0,1281.24,-90.79,2.0,-60.602,001-01-0000001,0.986014
1.0,23,963.14,-208.11,2.0,1342.84,-229.36,2.0,-66.246,001-01-0000001,0.770702
1.0,24,299.94,1293.48,2.0,165.04,1218.83,2.0,-65.258,001-01-0000001,0.938231
1.0,25,2032.93,1556.57,2.0,2177.44,1597.52,2.0,-86.844,001-01-0000001,0.493177
1.0,26,373.15,2099.77,2.0,350.85,2090.52,2.0,-71.19,001-01-0000001,0.962065
1.0,29,2033.78,1580.95,2.0,2089.36,1716.11,2.0,-77.143,001-01-0000001,0.919136
1.0,30,1629.58,1.27,2.0,1482.86,-125.25,2.0,-66.726,001-01-0000001,0.962818
1.0,32,2139.97,1947.81,2.0,1975.06,2129.63,2.0,-84.425,001-01-0000001,0.744175
1.0,34,863.84,1428.06,2.0,771.04,1517.05,2.0,-74.115,001-01-0000001,0.800962
1.0,35,1257.13,1255.23,2.0,1703.23,1414.12,2.0,-65.637,001-01-0000001,0.982298
1.0,36,-22.07,1998.73,2.0,39.18,2005.9,2.0,-75.545,001-01-0000001,0.854436
1.0,37,428.01,426.96,2.0,617.56,419.38,2.0,-51.584,001-01-0000001,0.950472
1.0,38,1064.57,179.32,2.0,912.27,204.59,2.0,-66.672,001-01-0000001,0.813678
1.0,39,1921.81,1558.31,2.0,1858.06,1552.38,2.0,-71.476,001-01-0000001,0.979777
1.0,41,832.84,-32.97,2.0,766.4,-15.95,2.0,-63.425,001-01-0000001,0.774549
1.0,43,1961.2,969.43,2.0,1976.93,956.03,2.0,-75.231,001-01-0000001,0.90292
1.0,44,328.96,1042.38,2.0,301.49,1170.25,2.0,-78.459,001-01-0000001,0.14521
1.0,45,1579.95,-101.87,2.0,1529.99,139.05,2.0,-71.975,001-01-0000001,0.846891
1.0,46,2168.45,2049.84,2.0,2173.16,1868.2,2.0,-84.375,001-01-0000001,0.768966
1.0,48,808.84,948.21,2.0,698.48,796.42,2.0,-62.443,001-01-0000001,0.961819
1.0,49,2000.0,1500.0,2.0,2000.28,1526.92,2.0,-96.35,001-01-0000001,0.003067
1.0,50,612.5,4.34,2.0,614.84,-72.26,2.0,-58.267,001-01-0000001,0.780183
1.0,51,1991.9,351.99,2.0,1752.16,366.64,2.0,-69.873,001-01-0000001,0.966642
1.0,52,754.57,245.42,2.0,406.71,331.91,2.0,-67.729,001-01-0000001,0.492609
1.0,53,938.45,113.71,2.0,805.7,18.76,2.0,-53.909,001-01-0000001,0.988809
1.0,54,1765.52,265.52,2.0,1101.2,308.75,2.0,-76.453,001-01-0000001,0.748206
1.0,55,-82.54,1113.77,2.0,185.59,1343.27,2.0,-80.062,001-01-0000001,0.085427
1.0,56,1871.15,-168.2,2.0,2185.18,116.11,2.0,-62.583,001-01-0000001,0.995334
1.0,58,430.46,2124.27,2.0,387.09,2085.88,2.0,-81.53,001-01-0000001,0.650919
1.0,60,1466.26,483.17,2.0,1460.72,532.82,2.0,-59.569,001-01-0000001,0.995002
1.0,62,640.81,1361.71,2.0,666.53,1522.24,2.0,-85.164,001-01-0000001,0.075784
1.0,63,1163.36,1906.61,2.0,1186.92,1960.37,2.0,-73.336,001-01-0000001,0.944554
1.0,64,403.67,-1.51,2.0,584.74,-110.93,2.0,-46.709,001-01-0000001,0.922952
1.0,65,2153.38,1982.31,2.0,1901.34,2190.16,2.0,-71.122,001-01-0000001,0.992624
1.0,66,912.78,919.51,2.0,939.3,790.95,2.0,-56.336,001-01-0000001,0.995628
1.0,68,437.24,988.27,2.0,329.59,896.17,2.0,-64.222,001-01-0000001,0.890728
1.0,69,1033.63,1581.82,2.0,1070.1,1736.29,2.0,-71.709,001-01-0000001,0.926328
1.0,70,1923.45,2189.75,2.0,1812.69,2024.22,2.0,-73.132,001-01-0000001,0.985299
1.0,71,606.29,606.4,2.0,486.1,710.63,2.0,-56.163,001-01-0000001,0.963678
1.0,73,499.99,1270.97,2.0,334.31,1655.46,2.0,-85.143,001-01-0000001,0.025047
1.0,74,912.14,397.82,2.0,832.99,418.25,2.0,-75.156,001-01-0000001,0.24787
1.0,75,1877.98,1657.96,2.0,1893.59,2228.22,2.0,-79.785,001-01-0000001,0.836268
1.0,76,850.04,1975.24,2.0,803.82,1845.83,2.0,-75.729,001-01-0000001,0.883631
1.0,77,1535.98,-115.36,2.0,1616.48,-39.61,2.0,-75.104,001-01-0000001,0.69645
1.0,78,1452.14,1942.42,2.0,1456.79,1930.51,2.0,-73.797,001-01-0000001,0.956308
1.0,80,2067.61,464.27,2.0,2111.31,402.37,2.0,-82.95,001-01-0000001,0.544628
1.0,81,1137.05,1709.58,2.0,1057.99,1273.98,2.0,-68.109,001-01-0000001,0.981688
1.0,82,857.35,1288.79,2.0,978.38,1315.24,2.0,-83.589,001-01-0000001,0.175154
1.0,83,1972.55,1567.37,2.0,2008.24,1614.59,2.0,-98.326,001-01-0000001,0.007765
1.0,85,1021.64,2059.26,2.0,1116.07,2072.0,2.0,-79.152,001-01-0000001,0.808334
1.0,86,2001.93,74.3,2.0,2041.48,-62.27,2.0,-71.764,001-01-0000001,0.941498
1.0,88,1014.44,2110.88,2.0,957.44,2065.61,2.0,-79.244,001-01-0000001,0.816337
1.0,90,1694.13,1700.92,2.0,1744.02,1698.11,2.0,-67.491,001-01-0000001,0.993568
1.0,91,525.21,511.96,2.0,556.64,473.36,2.0,-48.176,001-01-0000001,0.993477
1.0,92,-42.57,1496.92,2.0,-48.84,1574.0,2.0,-61.814,001-01-0000001,0.987263
1.0,93,1539.39,923.2,2.0,1631.88,1019.92,2.0,-70.282,001-01-0000001,0.936577
1.0,94,681.76,1568.49,2.0,594.79,1481.75,2.0,-62.602,001-01-0000001,0.991957
1.0,95,373.86,1670.45,2.0,660.81,1801.87,2.0,-72.496,001-01-0000001,0.870027
1.0,96,428.46,1249.66,2.0,688.16,1499.78,2.0,-66.396,001-01-0000001,0.915982
1.0,98,425.88,1633.73,2.0,215.39,2003.38,2.0,-67.407,001-01-0000001,0.961727
1.0,99,256.18,512.48,2.0,600.11,802.59,2.0,-60.655,001-01-0000001,0.602632
1.0,100,860.78,384.22,2.0,835.92,284.91,2.0,-77.742,001-01-0000001,0.067353
1.0,101,618.87,1047.68,2.0,535.11,1098.03,2.0,-72.641,001-01-0000001,0.620426
