time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-61.181,9.039,-8.701,21
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-16.342,-31.460,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-21.864,-38.545,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-15.283,-32.504,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-39.922,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-17.509,-30.362,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-34.422,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-24.054,-39.945,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-23.691,-32.289,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-34.027,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-5.336,-14.871,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-12.656,-27.292,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-21.136,-29.929,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-28.184,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-31.237,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,6.466,-4.807,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-4.069,-17.831,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-21.152,-36.006,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-19.612,-34.191,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-26.898,-37.047,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,9.210,-4.557,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.963,-20.651,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-24.437,-33.353,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-11.211,-17.860,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-76.768,-13.852,-25.924,21
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.295,-35.630,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-26.005,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.254,-28.577,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.254,-32.868,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.318,-33.037,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.198,-14.134,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.586,-16.519,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.856,4.023,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.805,-29.892,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.850,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.739,-32.280,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.811,-19.436,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.317,-5.432,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.208,-15.760,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.800,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.013,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.192,-24.935,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.255,-31.835,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.110,-39.069,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.343,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.908,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.713,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.527,-28.141,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.413,-40.000,18
1.000,3,1665.008,1822.764,2.000,26,001-01-0000001,N,-85.609,-28.390,-39.019,32
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.322,-39.441,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.573,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.842,-34.680,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.384,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.726,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.306,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.735,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.077,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.187,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.030,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.919,-39.600,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.262,-34.009,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.387,-29.523,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.822,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.116,-30.692,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.249,-29.112,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.890,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.142,-27.279,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.127,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.037,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.063,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.148,5.605,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.796,-23.755,5
