time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-81.181,-9.873,-28.701,21
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.254,-30.371,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-20.775,-37.456,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.195,-31.415,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-38.833,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.421,-29.273,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.334,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-22.966,-38.856,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.603,-31.200,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-32.939,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.247,-13.770,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.568,-26.202,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.048,-28.840,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.095,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.149,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.555,-2.945,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-2.980,-16.730,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.063,-34.917,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.524,-33.103,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-25.810,-35.958,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,10.298,-2.661,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-6.875,-19.558,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.349,-32.264,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.123,-16.762,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,1,001-01-0000001,N,-94.795,-31.872,-40.000,21
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.287,-35.622,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.997,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.246,-28.569,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.246,-32.860,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.310,-33.029,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.190,-14.125,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.578,-16.511,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.863,4.072,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.797,-29.884,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.842,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.732,-32.272,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.803,-19.428,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.309,-5.423,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.200,-15.752,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.792,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.005,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.184,-24.927,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.247,-31.827,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.102,-39.061,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.335,-40.000,25
