timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-2.04,1758.13,2.0,-192.51,1624.49,2.0,-78.443,001-01-0000001,0.632291
1.0,2,1639.3,486.0,2.0,1468.55,659.46,2.0,-91.364,001-01-0000001,0.00153
1.0,3,1575.1,1887.49,2.0,1665.01,1822.76,2.0,-93.002,001-01-0000001,0.082948
1.0,4,1356.27,499.93,2.0,1433.31,474.67,2.0,-76.736,001-01-0000001,0.542638
1.0,5,-16.41,480.23,2.0,62.47,485.63,2.0,-55.602,001-01-0000001,0.721407
1.0,6,1642.25,993.71,2.0,2153.66,762.62,2.0,-97.732,001-01-0000001,0.139229
1.0,7,2114.55,1665.98,2.0,1875.03,1819.11,2.0,-90.033,001-01-0000001,0.336216
1.0,8,1436.54,568.38,2.0,1424.18,553.63,2.0,-79.681,001-01-0000001,0.421671
1.0,9,471.04,900.97,2.0,562.91,645.51,2.0,-77.005,001-01-0000001,0.159759
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2054.79,852.56,2.0,1764.9,970.34,2.0,-87.293,001-01-0000001,0.311665
1.0,12,-123.2,20.23,2.0,-35.31,129.63,2.0,-48.396,001-01-0000001,0.0
1.0,13,568.34,0.0,2.0,846.6,136.55,2.0,-56.713,001-01-0000001,0.793906
1.0,14,-76.56,1381.79,2.0,-1.67,1259.46,2.0,-77.18,001-01-0000001,0.468271
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-90.21,001-01-0000001,0.181072
1.0,16,696.71,1252.49,2.0,836.37,1321.72,2.0,-74.49,001-01-0000001,0.666697
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.77,1918.77,2.0,-70.78,1969.01,2.0,-85.032,001-01-0000001,0.307185
1.0,19,770.38,613.75,2.0,292.4,1154.16,2.0,-78.557,001-01-0000001,0.063646
1.0,20,1304.97,910.86,2.0,1182.37,507.19,2.0,-85.889,001-01-0000001,0.083486
1.0,21,1366.65,-37.85,2.0,1281.24,-90.79,2.0,-76.975,001-01-0000001,0.468692
1.0,22,337.74,825.89,2.0,-187.09,829.25,2.0,-75.114,001-01-0000001,0.146932
1.0,23,987.71,-210.99,2.0,1342.84,-229.36,2.0,-83.455,001-01-0000001,0.008491
1.0,24,212.8,1486.36,2.0,165.04,1218.83,2.0,-67.887,001-01-0000001,0.927591
1.0,25,2036.37,1554.43,2.0,2177.44,1597.52,2.0,-92.259,001-01-0000001,0.150808
1.0,26,381.39,2109.44,2.0,350.85,2090.52,2.0,-87.939,001-01-0000001,0.232078
1.0,27,-88.28,78.93,2.0,29.91,-101.42,2.0,-47.563,001-01-0000001,0.0
1.0,28,706.91,436.45,2.0,655.04,319.75,2.0,-61.029,001-01-0000001,0.860152
1.0,29,2039.48,1578.33,2.0,2089.36,1716.11,2.0,-93.826,001-01-0000001,0.081173
1.0,30,1629.59,0.89,2.0,1482.86,-125.25,2.0,-83.57,001-01-0000001,0.225513
1.0,31,207.61,-0.01,2.0,-193.47,345.77,2.0,-53.656,001-01-0000001,0.048587
1.0,32,2149.18,1992.12,2.0,1975.06,2129.63,2.0,-98.015,001-01-0000001,0.016151
1.0,33,360.32,354.08,2.0,276.88,80.04,2.0,-65.865,001-01-0000001,0.145418
1.0,34,858.04,1440.31,2.0,771.04,1517.05,2.0,-88.896,001-01-0000001,0.016174
1.0,35,1810.65,1353.41,2.0,1703.23,1414.12,2.0,-81.483,001-01-0000001,0.690471
1.0,36,-22.08,1999.04,2.0,39.18,2005.9,2.0,-76.852,001-01-0000001,0.809097
1.0,37,592.68,456.88,2.0,617.56,419.38,2.0,-55.107,001-01-0000001,0.949896
1.0,38,1088.34,168.88,2.0,912.27,204.59,2.0,-78.826,001-01-0000001,0.132614
