time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-500.0,1562.51,2.0,313.68
1.0,2,1468.55,659.46,2.0,1612.31,483.55,2.0,227.19
1.0,3,1665.01,1822.76,2.0,1780.33,1614.61,2.0,237.96
1.0,4,1433.31,474.67,2.0,1352.39,-75.74,2.0,556.33
1.0,5,62.47,485.63,2.0,-225.18,-25.14,2.0,586.19
1.0,6,2153.66,762.62,2.0,2500.0,532.94,2.0,415.58
1.0,7,1875.03,1819.11,2.0,2149.74,1937.12,2.0,298.99
1.0,8,1424.18,553.63,2.0,1362.03,638.73,2.0,105.38
1.0,9,562.91,645.51,2.0,445.29,787.69,2.0,184.53
1.0,10,747.94,2211.36,2.0,441.67,2152.86,2.0,311.81
1.0,11,1764.9,970.34,2.0,2059.29,823.87,2.0,328.81
1.0,12,-35.31,129.63,2.0,-255.73,129.08,2.0,220.42
1.0,13,846.6,136.55,2.0,517.75,123.08,2.0,329.12
1.0,14,-1.67,1259.46,2.0,-126.66,1269.81,2.0,125.42
1.0,15,1906.5,1411.21,2.0,2143.41,1713.6,2.0,384.14
1.0,16,836.37,1321.72,2.0,626.28,1345.62,2.0,211.44
1.0,17,-190.5,438.9,2.0,-323.48,161.98,2.0,307.2
1.0,18,-70.78,1969.01,2.0,-5.61,2226.59,2.0,265.69
1.0,19,292.4,1154.16,2.0,-122.92,1025.36,2.0,434.84
1.0,20,1182.37,507.19,2.0,997.4,751.06,2.0,306.08
1.0,21,1281.24,-90.79,2.0,1176.53,-92.91,2.0,104.74
1.0,22,-187.09,829.25,2.0,-116.93,578.75,2.0,260.14
1.0,23,1342.84,-229.36,2.0,938.41,-478.31,2.0,474.91
1.0,24,165.04,1218.83,2.0,-93.02,1321.31,2.0,277.66
1.0,25,2177.44,1597.52,2.0,2071.92,1746.21,2.0,182.33
1.0,26,350.85,2090.52,2.0,-385.81,2142.43,2.0,738.49
1.0,27,29.91,-101.42,2.0,-42.94,40.28,2.0,159.32
1.0,28,655.04,319.75,2.0,342.5,242.83,2.0,321.87
1.0,29,2089.36,1716.11,2.0,1953.73,2305.14,2.0,604.45
1.0,30,1482.86,-125.25,2.0,1718.31,42.11,2.0,288.87
1.0,31,-193.47,345.77,2.0,136.29,-101.47,2.0,555.67
1.0,32,1975.06,2129.63,2.0,2408.1,1767.78,2.0,564.33
1.0,33,276.88,80.04,2.0,48.21,195.07,2.0,255.97
1.0,34,771.04,1517.05,2.0,290.56,1099.53,2.0,636.54
1.0,35,1703.23,1414.12,2.0,2068.3,1177.19,2.0,435.21
1.0,36,39.18,2005.9,2.0,-388.65,1744.77,2.0,501.23
1.0,37,617.56,419.38,2.0,753.29,379.77,2.0,141.39
1.0,38,912.27,204.59,2.0,1127.6,217.12,2.0,215.69
1.0,39,1858.06,1552.38,2.0,1832.04,1664.76,2.0,115.36
1.0,41,766.4,-15.95,2.0,357.54,23.56,2.0,410.77
1.0,42,-31.37,194.83,2.0,90.43,-325.16,2.0,534.07
1.0,43,1976.93,956.03,2.0,1844.0,838.01,2.0,177.76
1.0,44,301.49,1170.25,2.0,-120.34,1212.81,2.0,423.98
1.0,45,1529.99,139.05,2.0,1789.72,-202.22,2.0,428.86
1.0,46,2173.16,1868.2,2.0,2472.88,1988.69,2.0,323.03
1.0,47,217.79,-41.15,2.0,445.61,-75.87,2.0,230.45
1.0,48,698.48,796.42,2.0,447.41,849.57,2.0,256.63
1.0,49,2000.28,1526.92,2.0,2106.82,1575.94,2.0,117.28
1.0,50,614.84,-72.26,2.0,735.02,-6.81,2.0,136.85
1.0,51,1752.16,366.64,2.0,1610.73,485.74,2.0,184.9
1.0,53,805.7,18.76,2.0,941.9,141.65,2.0,183.45
1.0,54,1101.2,308.75,2.0,1348.02,-7.49,2.0,401.15
1.0,55,185.59,1343.27,2.0,-154.4,1479.68,2.0,366.33
1.0,56,2185.18,116.11,2.0,1959.12,-117.04,2.0,324.75
1.0,57,1224.61,231.63,2.0,974.1,89.33,2.0,288.1
1.0,58,387.09,2085.88,2.0,330.84,2500.0,2.0,417.93
1.0,59,774.33,-238.92,2.0,253.23,197.34,2.0,679.6
1.0,60,1460.72,532.82,2.0,1249.39,341.82,2.0,284.85
1.0,61,-116.79,609.16,2.0,-486.93,533.17,2.0,377.86
1.0,62,666.53,1522.24,2.0,585.74,1573.82,2.0,95.85
1.0,63,1186.92,1960.37,2.0,1487.31,1769.23,2.0,356.05
1.0,64,584.74,-110.93,2.0,625.56,-413.35,2.0,305.16
1.0,65,1901.34,2190.16,2.0,2500.0,1715.41,2.0,764.06
1.0,66,939.3,790.95,2.0,856.17,866.08,2.0,112.04
1.0,67,1405.5,1708.95,2.0,1411.3,1502.3,2.0,206.74
1.0,68,329.59,896.17,2.0,157.21,975.45,2.0,189.74
1.0,69,1070.1,1736.29,2.0,1224.51,1984.49,2.0,292.31
1.0,70,1812.69,2024.22,2.0,1610.83,2500.0,2.0,516.83
1.0,71,486.1,710.63,2.0,599.79,861.03,2.0,188.54
1.0,72,30.79,277.22,2.0,-241.33,70.16,2.0,341.95
1.0,73,334.31,1655.46,2.0,206.03,1526.71,2.0,181.75
1.0,74,832.99,418.25,2.0,649.45,180.22,2.0,300.58
1.0,75,1893.59,2228.22,2.0,1435.68,2106.47,2.0,473.81
1.0,76,803.82,1845.83,2.0,515.61,1822.58,2.0,289.15
1.0,77,1616.48,-39.61,2.0,1676.87,-176.95,2.0,150.03
1.0,78,1456.79,1930.51,2.0,1285.0,1790.75,2.0,221.46
1.0,79,-229.86,515.72,2.0,-98.67,813.54,2.0,325.43
1.0,80,2111.31,402.37,2.0,2373.79,345.71,2.0,268.52
1.0,81,1057.99,1273.98,2.0,988.48,1641.68,2.0,374.22
1.0,82,978.38,1315.24,2.0,1115.29,1499.01,2.0,229.16
