time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-66.181,4.760,-13.701,21
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.620,-30.738,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-21.142,-37.823,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.562,-31.782,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-39.200,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.788,-29.640,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.701,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.333,-39.223,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.969,-31.567,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.306,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.614,-14.141,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.935,-26.569,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.415,-29.206,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.462,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.515,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.188,-3.611,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.347,-17.102,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.430,-35.284,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.891,-33.469,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-26.177,-36.325,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,9.931,-3.340,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.242,-19.926,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.715,-32.631,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.490,-17.132,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-81.768,-18.847,-30.924,21
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.289,-35.625,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.999,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.249,-28.572,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.249,-32.862,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.312,-33.032,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.193,-14.128,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.581,-16.514,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.861,4.057,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.800,-29.887,7
