time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-500.0,1517.45,2.0,325.59
1.0,2,1468.55,659.46,2.0,1559.39,454.16,2.0,224.5
1.0,3,1665.01,1822.76,2.0,1780.33,1614.61,2.0,237.96
1.0,4,1433.31,474.67,2.0,1329.78,-78.71,2.0,562.98
1.0,5,62.47,485.63,2.0,-218.94,-27.57,2.0,585.28
1.0,6,2153.66,762.62,2.0,2500.0,532.94,2.0,415.58
1.0,7,1875.03,1819.11,2.0,2149.74,1937.12,2.0,298.99
1.0,8,1424.18,553.63,2.0,1340.54,628.36,2.0,112.17
1.0,9,562.91,645.51,2.0,445.07,787.22,2.0,184.3
1.0,10,747.94,2211.36,2.0,441.67,2152.86,2.0,311.81
1.0,11,1764.9,970.34,2.0,2025.83,803.06,2.0,309.95
1.0,14,-1.67,1259.46,2.0,-129.66,1238.17,2.0,129.75
1.0,15,1906.5,1411.21,2.0,2143.41,1713.59,2.0,384.13
1.0,16,836.37,1321.72,2.0,613.22,1327.95,2.0,223.23
1.0,17,-190.5,438.9,2.0,-323.48,161.98,2.0,307.19
1.0,18,-70.78,1969.01,2.0,-55.7,2158.77,2.0,190.35
1.0,19,292.4,1154.16,2.0,-122.48,992.95,2.0,445.1
1.0,20,1182.37,507.19,2.0,997.4,751.06,2.0,306.08
1.0,21,1281.24,-90.79,2.0,1144.44,-95.15,2.0,136.88
1.0,22,-187.09,829.25,2.0,-110.73,545.91,2.0,293.46
1.0,23,1342.84,-229.36,2.0,876.99,-467.01,2.0,522.97
1.0,24,165.04,1218.83,2.0,-93.02,1321.31,2.0,277.66
1.0,25,2177.44,1597.52,2.0,2071.92,1746.21,2.0,182.33
1.0,26,350.85,2090.52,2.0,-434.61,2049.94,2.0,786.5
1.0,27,29.91,-101.42,2.0,-42.94,40.28,2.0,159.33
1.0,28,655.04,319.75,2.0,342.03,242.6,2.0,322.38
1.0,29,2089.36,1716.11,2.0,1925.65,2278.63,2.0,585.86
1.0,30,1482.86,-125.25,2.0,1664.35,16.75,2.0,230.44
1.0,32,1975.06,2129.63,2.0,2389.27,1735.85,2.0,571.51
1.0,34,771.04,1517.05,2.0,270.09,928.98,2.0,772.52
1.0,35,1703.23,1414.12,2.0,2047.02,1164.59,2.0,424.79
1.0,36,39.18,2005.9,2.0,-388.67,1744.76,2.0,501.25
1.0,37,617.56,419.38,2.0,754.64,380.17,2.0,142.58
1.0,38,912.27,204.59,2.0,1103.58,211.06,2.0,191.41
1.0,39,1858.06,1552.38,2.0,1831.3,1664.2,2.0,114.98
1.0,41,766.4,-15.95,2.0,330.09,30.33,2.0,438.76
1.0,43,1976.93,956.03,2.0,1783.79,806.42,2.0,244.3
1.0,44,301.49,1170.25,2.0,-120.35,1212.81,2.0,423.98
1.0,45,1529.99,139.05,2.0,1745.87,-213.68,2.0,413.54
1.0,46,2173.16,1868.2,2.0,2460.96,1970.05,2.0,305.29
1.0,47,217.79,-41.15,2.0,445.62,-75.87,2.0,230.45
1.0,48,698.48,796.42,2.0,443.84,842.84,2.0,258.83
1.0,49,2000.28,1526.92,2.0,2106.82,1575.94,2.0,117.28
1.0,50,614.84,-72.26,2.0,724.3,-5.69,2.0,128.11
1.0,51,1752.16,366.64,2.0,1597.81,479.07,2.0,190.95
1.0,52,406.71,331.91,2.0,260.95,264.36,2.0,160.65
1.0,53,805.7,18.76,2.0,928.01,140.4,2.0,172.5
1.0,54,1101.2,308.75,2.0,1323.18,-11.85,2.0,389.94
1.0,55,185.59,1343.27,2.0,-160.35,1423.95,2.0,355.22
1.0,56,2185.18,116.11,2.0,1905.84,-147.74,2.0,384.24
1.0,58,387.09,2085.88,2.0,299.54,2476.53,2.0,400.34
1.0,59,774.33,-238.92,2.0,241.42,192.06,2.0,685.37
1.0,60,1460.72,532.82,2.0,1229.02,333.12,2.0,305.88
1.0,61,-116.79,609.16,2.0,-469.27,498.22,2.0,369.52
1.0,62,666.53,1522.24,2.0,574.73,1542.18,2.0,93.94
1.0,63,1186.92,1960.37,2.0,1465.89,1750.64,2.0,349.02
1.0,64,584.74,-110.93,2.0,604.01,-404.39,2.0,294.1
1.0,65,1901.34,2190.16,2.0,2500.0,1673.22,2.0,790.97
1.0,66,939.3,790.95,2.0,849.98,859.65,2.0,112.68
