time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-69.984,1.175,-17.504,19
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.403,-30.521,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-20.925,-37.606,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.344,-31.564,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-38.983,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.571,-29.422,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.483,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.115,-39.006,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.752,-31.350,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.089,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.397,-13.922,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.718,-26.351,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.197,-28.989,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.245,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.298,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.405,-3.222,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.130,-16.882,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.213,-35.067,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.673,-33.252,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-25.960,-36.108,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,10.149,-2.944,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.024,-19.708,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.498,-32.414,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.273,-16.913,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-84.773,-21.850,-33.929,18
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.288,-35.624,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.998,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.248,-28.570,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.247,-32.861,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.311,-33.030,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.191,-14.127,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.579,-16.512,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.862,4.065,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.798,-29.886,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.843,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.733,-32.273,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.804,-19.430,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.310,-5.424,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.201,-15.754,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.793,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.006,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.185,-24.929,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.248,-31.828,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.103,-39.062,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.336,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.901,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.707,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.520,-28.134,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.406,-40.000,18
1.000,3,1665.008,1822.764,2.000,1,001-01-0000001,N,-93.002,-35.783,-40.000,32
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.321,-39.440,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.572,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.841,-34.679,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.383,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.725,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.305,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.734,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.076,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.186,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.029,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.918,-39.599,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.261,-34.008,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.386,-29.522,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.821,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.115,-30.691,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.248,-29.111,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.889,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.141,-27.278,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.126,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.036,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.062,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.149,5.610,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.795,-23.754,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-70.088,-5.110,-24.661,17
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.621,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-18.972,-31.583,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-2.863,-20.398,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-16.895,-35.572,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.416,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.413,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.363,-5.242,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.924,5.737,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.397,-17.188,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.044,-38.800,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.307,-34.406,14
1.000,4,1433.310,474.673,2.000,13,001-01-0000013,N,-73.000,-9.639,-20.918,9
1.000,4,1433.310,474.673,2.000,14,001-01-0000014,N,-86.777,-24.673,-36.561,7
1.000,4,1433.310,474.673,2.000,15,001-01-0000015,N,-70.166,-7.535,-19.609,10
1.000,4,1433.310,474.673,2.000,16,001-01-0000016,N,-95.441,-36.095,-40.000,23
1.000,4,1433.310,474.673,2.000,17,001-01-0000017,N,-77.755,-15.377,-28.914,18
1.000,4,1433.310,474.673,2.000,18,001-01-0000018,N,-85.063,-21.374,-36.286,14
1.000,4,1433.310,474.673,2.000,19,001-01-0000019,N,-85.543,-26.417,-36.332,13
1.000,4,1433.310,474.673,2.000,20,001-01-0000020,N,-95.018,-35.368,-40.000,15
1.000,4,1433.310,474.673,2.000,21,001-01-0000021,N,-100.287,-39.708,-40.000,27
1.000,4,1433.310,474.673,2.000,22,001-01-0000022,N,-88.214,-29.886,-37.427,23
1.000,4,1433.310,474.673,2.000,23,001-01-0000023,N,-100.093,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,24,001-01-0000024,N,-104.937,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,25,001-01-0000025,N,-96.912,-35.553,-40.000,21
1.000,5,62.465,485.626,2.000,26,001-01-0000001,N,-47.232,-5.989,-19.330,5
1.000,5,62.465,485.626,2.000,2,001-01-0000002,N,-64.556,-26.204,-40.000,8
1.000,5,62.465,485.626,2.000,3,001-01-0000003,N,-79.402,-36.119,-40.000,14
1.000,5,62.465,485.626,2.000,4,001-01-0000004,N,-89.541,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,5,001-01-0000005,N,-111.133,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,6,001-01-0000006,S,-27.109,15.704,20.583,1
1.000,5,62.465,485.626,2.000,7,001-01-0000007,N,-53.670,-12.523,-26.424,6
1.000,5,62.465,485.626,2.000,8,001-01-0000008,N,-67.549,-29.393,-40.000,12
1.000,5,62.465,485.626,2.000,9,001-01-0000009,N,-92.951,-40.000,-40.000,18
1.000,5,62.465,485.626,2.000,10,001-01-0000010,N,-89.840,-40.000,-40.000,25
1.000,5,62.465,485.626,2.000,11,001-01-0000011,N,-67.443,-25.516,-40.000,7
1.000,5,62.465,485.626,2.000,12,001-01-0000012,N,-87.918,-40.000,-40.000,9
1.000,5,62.465,485.626,2.000,13,001-01-0000013,N,-81.755,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,14,001-01-0000014,N,-80.444,-39.736,-40.000,20
1.000,5,62.465,485.626,2.000,15,001-01-0000015,N,-87.342,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,16,001-01-0000016,N,-91.257,-40.000,-40.000,13
1.000,5,62.465,485.626,2.000,17,001-01-0000017,N,-90.631,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,18,001-01-0000018,N,-81.052,-37.129,-40.000,18
1.000,5,62.465,485.626,2.000,19,001-01-0000019,N,-86.264,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,20,001-01-0000020,N,-112.913,-40.000,-40.000,28
1.000,5,62.465,485.626,2.000,21,001-01-0000021,N,-108.545,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,22,001-01-0000022,N,-90.145,-40.000,-40.000,20
1.000,5,62.465,485.626,2.000,23,001-01-0000023,N,-96.244,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,24,001-01-0000024,N,-96.509,-40.000,-40.000,27
1.000,5,62.465,485.626,2.000,25,001-01-0000025,N,-100.084,-40.000,-40.000,31
1.000,6,2153.655,762.622,2.000,1,001-01-0000001,N,-97.732,-19.071,-30.221,29
1.000,6,2153.655,762.622,2.000,2,001-01-0000002,N,-92.720,-14.963,-31.826,23
1.000,6,2153.655,762.622,2.000,3,001-01-0000003,N,-80.648,-2.487,-11.565,18
1.000,6,2153.655,762.622,2.000,4,001-01-0000004,N,-90.707,-13.562,-21.991,13
1.000,6,2153.655,762.622,2.000,5,001-01-0000005,N,-83.621,-4.728,-15.474,10
1.000,6,2153.655,762.622,2.000,6,001-01-0000006,N,-102.486,-23.672,-39.541,28
1.000,6,2153.655,762.622,2.000,7,001-01-0000007,N,-79.024,2.630,-13.799,21
1.000,6,2153.655,762.622,2.000,8,001-01-0000008,N,-90.463,-11.754,-23.633,15
1.000,6,2153.655,762.622,2.000,9,001-01-0000009,N,-77.534,2.691,-10.482,9
1.000,6,2153.655,762.622,2.000,10,001-01-0000010,S,-67.522,8.153,-2.138,4
1.000,6,2153.655,762.622,2.000,11,001-01-0000011,N,-97.192,-20.129,-35.130,28
1.000,6,2153.655,762.622,2.000,12,001-01-0000012,N,-96.381,-19.749,-33.994,21
1.000,6,2153.655,762.622,2.000,13,001-01-0000013,N,-81.074,-2.026,-15.099,15
1.000,6,2153.655,762.622,2.000,14,001-01-0000014,N,-84.504,-6.131,-21.343,9
1.000,6,2153.655,762.622,2.000,15,001-01-0000015,N,-72.347,8.580,-7.466,4
1.000,6,2153.655,762.622,2.000,16,001-01-0000016,N,-100.001,-19.750,-37.310,29
1.000,6,2153.655,762.622,2.000,17,001-01-0000017,N,-98.181,-18.977,-29.756,23
1.000,6,2153.655,762.622,2.000,18,001-01-0000018,N,-97.936,-24.777,-35.502,18
1.000,6,2153.655,762.622,2.000,19,001-01-0000019,N,-84.451,-4.887,-16.372,13
1.000,6,2153.655,762.622,2.000,20,001-01-0000020,N,-90.761,-11.978,-26.205,10
1.000,6,2153.655,762.622,2.000,21,001-01-0000021,N,-83.135,-1.538,-14.858,32
1.000,6,2153.655,762.622,2.000,22,001-01-0000022,N,-105.886,-29.246,-40.000,26
1.000,6,2153.655,762.622,2.000,23,001-01-0000023,N,-95.857,-16.760,-26.301,22
1.000,6,2153.655,762.622,2.000,24,001-01-0000024,N,-90.818,-10.710,-26.722,18
1.000,6,2153.655,762.622,2.000,25,001-01-0000025,N,-72.228,6.588,-12.701,16
1.000,7,1875.028,1819.112,2.000,1,001-01-0000001,N,-90.033,-21.039,-36.585,33
1.000,7,1875.028,1819.112,2.000,2,001-01-0000002,N,-90.396,-25.796,-33.943,29
