time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-500.0,1522.59,2.0,323.94
1.0,2,1468.55,659.46,2.0,1573.93,462.16,2.0,223.68
1.0,3,1665.01,1822.76,2.0,1780.33,1614.61,2.0,237.96
1.0,4,1433.31,474.67,2.0,1335.71,-77.91,2.0,561.14
1.0,5,62.47,485.63,2.0,-222.53,-26.2,2.0,585.82
1.0,6,2153.66,762.62,2.0,2500.0,532.94,2.0,415.58
1.0,7,1875.03,1819.11,2.0,2149.74,1937.12,2.0,298.99
1.0,8,1424.18,553.63,2.0,1346.4,631.19,2.0,109.84
1.0,9,562.91,645.51,2.0,452.51,803.64,2.0,192.86
1.0,10,747.94,2211.36,2.0,441.67,2152.86,2.0,311.81
1.0,11,1764.9,970.34,2.0,2032.22,806.98,2.0,313.28
1.0,14,-1.67,1259.46,2.0,-129.08,1244.47,2.0,128.29
1.0,15,1906.5,1411.21,2.0,2143.41,1713.59,2.0,384.13
1.0,16,836.37,1321.72,2.0,617.26,1333.36,2.0,219.41
1.0,17,-190.5,438.9,2.0,-323.48,161.98,2.0,307.19
1.0,18,-70.78,1969.01,2.0,-50.16,2166.34,2.0,198.4
1.0,19,292.4,1154.16,2.0,-122.82,1004.84,2.0,441.25
1.0,20,1182.37,507.19,2.0,997.4,751.06,2.0,306.08
1.0,21,1281.24,-90.79,2.0,1149.8,-94.78,2.0,131.5
1.0,22,-187.09,829.25,2.0,-112.36,554.52,2.0,284.71
1.0,23,1342.84,-229.36,2.0,884.52,-468.48,2.0,516.95
1.0,24,165.04,1218.83,2.0,-93.02,1321.31,2.0,277.66
1.0,25,2177.44,1597.52,2.0,2071.92,1746.21,2.0,182.33
1.0,26,350.85,2090.52,2.0,-428.53,2062.04,2.0,779.91
1.0,28,655.04,319.75,2.0,347.52,245.22,2.0,316.43
1.0,29,2089.36,1716.11,2.0,1929.22,2282.05,2.0,588.16
1.0,30,1482.86,-125.25,2.0,1671.57,19.99,2.0,238.13
1.0,32,1975.06,2129.63,2.0,2393.41,1742.89,2.0,569.72
1.0,33,276.88,80.04,2.0,48.2,195.07,2.0,255.98
1.0,34,771.04,1517.05,2.0,273.09,971.34,2.0,738.76
