time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-2.04,1758.13,2.0,232.68
1.0,2,1468.55,659.46,2.0,1630.47,449.23,2.0,265.36
1.0,3,1665.01,1822.76,2.0,1575.1,1887.49,2.0,110.78
1.0,4,1433.31,474.67,2.0,1356.29,499.93,2.0,81.05
1.0,5,62.47,485.63,2.0,-16.36,480.19,2.0,79.01
1.0,6,2153.66,762.62,2.0,1642.25,993.71,2.0,561.19
1.0,7,1875.03,1819.11,2.0,2114.55,1665.98,2.0,284.29
1.0,8,1424.18,553.63,2.0,1431.91,563.78,2.0,12.76
1.0,9,562.91,645.51,2.0,472.72,900.5,2.0,270.46
1.0,10,747.94,2211.36,2.0,438.75,2186.61,2.0,310.18
1.0,11,1764.9,970.34,2.0,2031.17,845.83,2.0,293.94
1.0,14,-1.67,1259.46,2.0,-72.32,1379.14,2.0,138.98
1.0,15,1906.5,1411.21,2.0,1883.44,1383.44,2.0,36.1
1.0,16,836.37,1321.72,2.0,696.71,1252.49,2.0,155.87
1.0,17,-190.5,438.9,2.0,-134.87,14.75,2.0,427.78
1.0,18,-70.78,1969.01,2.0,196.75,1918.73,2.0,272.22
1.0,19,292.4,1154.16,2.0,770.35,613.7,2.0,721.49
1.0,20,1182.37,507.19,2.0,1304.97,910.86,2.0,421.87
1.0,21,1281.24,-90.79,2.0,1366.01,-35.52,2.0,101.2
1.0,22,-187.09,829.25,2.0,-337.92,826.22,2.0,150.85
1.0,23,1342.84,-229.36,2.0,974.23,-209.78,2.0,369.13
1.0,24,165.04,1218.83,2.0,212.8,1486.36,2.0,271.75
1.0,25,2177.44,1597.52,2.0,2036.37,1554.43,2.0,147.5
1.0,26,350.85,2090.52,2.0,377.02,2104.51,2.0,29.68
1.0,28,655.04,319.75,2.0,707.1,437.07,2.0,128.36
1.0,29,2089.36,1716.11,2.0,2036.7,1579.68,2.0,146.25
1.0,30,1482.86,-125.25,2.0,1629.59,1.06,2.0,193.61
1.0,32,1975.06,2129.63,2.0,2147.65,1977.3,2.0,230.2
1.0,33,276.88,80.04,2.0,360.32,354.08,2.0,286.46
1.0,34,771.04,1517.05,2.0,860.59,1434.58,2.0,121.73
1.0,35,1703.23,1414.12,2.0,1806.44,1344.81,2.0,124.32
1.0,36,39.18,2005.9,2.0,-22.08,1999.04,2.0,61.65
1.0,37,617.56,419.38,2.0,593.67,459.08,2.0,46.32
1.0,38,912.27,204.59,2.0,1083.39,171.38,2.0,174.31
1.0,39,1858.06,1552.38,2.0,1930.6,1568.54,2.0,74.32
1.0,41,766.4,-15.95,2.0,833.16,-34.55,2.0,69.31
1.0,43,1976.93,956.03,2.0,1962.45,967.9,2.0,18.72
1.0,44,301.49,1170.25,2.0,328.96,1042.38,2.0,130.79
1.0,45,1529.99,139.05,2.0,1587.69,-95.29,2.0,241.34
1.0,46,2173.16,1868.2,2.0,2163.35,2064.64,2.0,196.68
1.0,47,217.79,-41.15,2.0,135.34,0.41,2.0,92.33
1.0,48,698.48,796.42,2.0,807.67,952.75,2.0,190.69
1.0,49,2000.28,1526.92,2.0,2000.01,1500.0,2.0,26.92
1.0,50,614.84,-72.26,2.0,612.51,4.09,2.0,76.39
1.0,51,1752.16,366.64,2.0,1992.41,351.96,2.0,240.7
1.0,52,406.71,331.91,2.0,754.57,245.43,2.0,358.45
