timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-2.04,1758.13,2.0,-192.51,1624.49,2.0,-71.181,001-01-0000001,0.913509
1.0,2,1630.47,449.23,2.0,1468.55,659.46,2.0,-86.768,001-01-0000001,0.088342
1.0,3,1575.1,1887.49,2.0,1665.01,1822.76,2.0,-93.002,001-01-0000001,0.082948
1.0,4,1356.29,499.93,2.0,1433.31,474.67,2.0,-72.108,001-01-0000001,0.787281
1.0,5,-16.36,480.19,2.0,62.47,485.63,2.0,-52.567,001-01-0000001,0.845339
1.0,6,1642.25,993.71,2.0,2153.66,762.62,2.0,-97.732,001-01-0000001,0.139229
1.0,7,2114.55,1665.98,2.0,1875.03,1819.11,2.0,-90.033,001-01-0000001,0.336216
1.0,8,1431.91,563.78,2.0,1424.18,553.63,2.0,-75.208,001-01-0000001,0.690292
1.0,9,472.72,900.5,2.0,562.91,645.51,2.0,-81.188,001-01-0000001,0.008543
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2031.17,845.83,2.0,1764.9,970.34,2.0,-81.672,001-01-0000001,0.656642
1.0,14,-72.32,1379.14,2.0,-1.67,1259.46,2.0,-71.392,001-01-0000001,0.786096
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-90.21,001-01-0000001,0.181072
1.0,16,696.71,1252.49,2.0,836.37,1321.72,2.0,-70.509,001-01-0000001,0.841643
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.75,1918.73,2.0,-70.78,1969.01,2.0,-77.729,001-01-0000001,0.747538
1.0,19,770.35,613.7,2.0,292.4,1154.16,2.0,-74.989,001-01-0000001,0.247793
1.0,20,1304.97,910.86,2.0,1182.37,507.19,2.0,-85.889,001-01-0000001,0.083486
1.0,21,1366.01,-35.52,2.0,1281.24,-90.79,2.0,-70.602,001-01-0000001,0.810541
1.0,22,-337.92,826.22,2.0,-187.09,829.25,2.0,-70.582,001-01-0000001,0.431346
1.0,23,974.23,-209.78,2.0,1342.84,-229.36,2.0,-76.246,001-01-0000001,0.183932
1.0,24,212.8,1486.36,2.0,165.04,1218.83,2.0,-67.887,001-01-0000001,0.927591
1.0,25,2036.37,1554.43,2.0,2177.44,1597.52,2.0,-92.259,001-01-0000001,0.150808
1.0,26,377.02,2104.51,2.0,350.85,2090.52,2.0,-81.19,001-01-0000001,0.657389
1.0,28,707.1,437.07,2.0,655.04,319.75,2.0,-65.341,001-01-0000001,0.680556
1.0,29,2036.7,1579.68,2.0,2089.36,1716.11,2.0,-87.143,001-01-0000001,0.480774
1.0,30,1629.59,1.06,2.0,1482.86,-125.25,2.0,-76.726,001-01-0000001,0.659061
1.0,32,2147.65,1977.3,2.0,1975.06,2129.63,2.0,-94.425,001-01-0000001,0.149028
1.0,33,360.32,354.08,2.0,276.88,80.04,2.0,-65.865,001-01-0000001,0.145418
1.0,34,860.59,1434.58,2.0,771.04,1517.05,2.0,-84.115,001-01-0000001,0.218449
1.0,35,1806.44,1344.81,2.0,1703.23,1414.12,2.0,-75.637,001-01-0000001,0.90446
1.0,36,-22.08,1999.04,2.0,39.18,2005.9,2.0,-76.852,001-01-0000001,0.809097
1.0,37,593.67,459.08,2.0,617.56,419.38,2.0,-61.584,001-01-0000001,0.780017
1.0,38,1083.39,171.38,2.0,912.27,204.59,2.0,-76.672,001-01-0000001,0.252418
1.0,39,1930.6,1568.54,2.0,1858.06,1552.38,2.0,-80.352,001-01-0000001,0.811691
1.0,41,833.16,-34.55,2.0,766.4,-15.95,2.0,-73.425,001-01-0000001,0.178961
1.0,43,1962.45,967.9,2.0,1976.93,956.03,2.0,-85.231,001-01-0000001,0.430543
1.0,44,328.96,1042.38,2.0,301.49,1170.25,2.0,-78.459,001-01-0000001,0.145211
1.0,45,1587.69,-95.29,2.0,1529.99,139.05,2.0,-81.975,001-01-0000001,0.301235
1.0,46,2163.35,2064.64,2.0,2173.16,1868.2,2.0,-94.375,001-01-0000001,0.173241
1.0,47,135.34,0.41,2.0,217.79,-41.15,2.0,-49.663,001-01-0000001,1e-06
1.0,48,807.67,952.75,2.0,698.48,796.42,2.0,-72.443,001-01-0000001,0.655812
1.0,49,2000.01,1500.0,2.0,2000.28,1526.92,2.0,-100.309,001-01-0000001,0.061627
1.0,50,612.51,4.09,2.0,614.84,-72.26,2.0,-68.267,001-01-0000001,0.186123
1.0,51,1992.41,351.96,2.0,1752.16,366.64,2.0,-79.873,001-01-0000001,0.679908
1.0,52,754.57,245.43,2.0,406.71,331.91,2.0,-69.924,001-01-0000001,0.347259
1.0,53,947.3,118.07,2.0,805.7,18.76,2.0,-63.909,001-01-0000001,0.840533
1.0,54,1765.52,265.52,2.0,1101.2,308.75,2.0,-86.453,001-01-0000001,0.14604
1.0,55,-74.19,1119.39,2.0,185.59,1343.27,2.0,-90.062,001-01-0000001,0.200111
1.0,56,1880.91,-175.25,2.0,2185.18,116.11,2.0,-72.583,001-01-0000001,0.90858
1.0,58,439.79,2129.05,2.0,387.09,2085.88,2.0,-91.53,001-01-0000001,0.061852
1.0,59,328.1,122.62,2.0,774.33,-238.92,2.0,-61.284,001-01-0000001,0.080187
1.0,60,1466.43,482.83,2.0,1460.72,532.82,2.0,-69.569,001-01-0000001,0.902251
1.0,61,259.42,740.55,2.0,-116.79,609.16,2.0,-67.005,001-01-0000001,0.527452
1.0,62,655.17,1621.95,2.0,666.53,1522.24,2.0,-95.164,001-01-0000001,0.089086
1.0,63,1170.76,1920.95,2.0,1186.92,1960.37,2.0,-83.336,001-01-0000001,0.581069
1.0,64,493.4,-95.8,2.0,584.74,-110.93,2.0,-56.709,001-01-0000001,0.702733
1.0,65,2154.17,1991.53,2.0,1901.34,2190.16,2.0,-81.122,001-01-0000001,0.874872
1.0,66,912.54,919.78,2.0,939.3,790.95,2.0,-66.336,001-01-0000001,0.910564
1.0,67,1309.02,1681.13,2.0,1405.5,1708.95,2.0,-68.248,001-01-0000001,0.984177
1.0,68,436.73,991.43,2.0,329.59,896.17,2.0,-74.222,001-01-0000001,0.39941
1.0,69,1034.78,1581.34,2.0,1070.1,1736.29,2.0,-81.709,001-01-0000001,0.504595
1.0,70,1936.6,2194.54,2.0,1812.69,2024.22,2.0,-83.132,001-01-0000001,0.806958
1.0,71,606.81,606.91,2.0,486.1,710.63,2.0,-66.163,001-01-0000001,0.664352
1.0,73,499.99,1270.97,2.0,334.31,1655.46,2.0,-85.143,001-01-0000001,0.025047
1.0,74,912.14,397.82,2.0,832.99,418.25,2.0,-75.156,001-01-0000001,0.24787
1.0,75,1894.76,1669.61,2.0,1893.59,2228.22,2.0,-86.954,001-01-0000001,0.471325
1.0,76,850.04,1975.24,2.0,803.82,1845.83,2.0,-75.729,001-01-0000001,0.883632
1.0,77,1557.97,-106.02,2.0,1616.48,-39.61,2.0,-85.104,001-01-0000001,0.10451
1.0,78,1451.83,1942.67,2.0,1456.79,1930.51,2.0,-83.797,001-01-0000001,0.626449
1.0,79,109.09,1078.22,2.0,-229.86,515.72,2.0,-72.019,001-01-0000001,0.543585
1.0,80,2069.33,467.73,2.0,2111.31,402.37,2.0,-89.471,001-01-0000001,0.135565
1.0,81,1137.05,1709.58,2.0,1057.99,1273.98,2.0,-78.109,001-01-0000001,0.775919
1.0,82,857.35,1288.79,2.0,978.38,1315.24,2.0,-91.883,001-01-0000001,0.041415
1.0,83,1984.78,1571.14,2.0,2008.24,1614.59,2.0,-101.957,001-01-0000001,0.124376
1.0,84,824.0,1226.49,2.0,1103.15,1693.73,2.0,-65.526,001-01-0000001,0.958435
1.0,85,1021.87,2059.18,2.0,1116.07,2072.0,2.0,-84.322,001-01-0000001,0.541926
1.0,86,2029.91,68.04,2.0,2041.48,-62.27,2.0,-81.764,001-01-0000001,0.575176
1.0,87,391.15,305.55,2.0,204.4,166.89,2.0,-58.771,001-01-0000001,0.575223
1.0,88,1026.82,2108.55,2.0,957.44,2065.61,2.0,-89.244,001-01-0000001,0.242124
