timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-0.01,1048.14,2.0,-192.51,1624.49,2.0,-60.572,001-01-0000001,0.950338
1.0,2,1485.85,360.72,2.0,1468.55,659.46,2.0,-75.795,001-01-0000001,0.653036
1.0,3,1558.45,1878.0,2.0,1665.01,1822.76,2.0,-84.934,001-01-0000001,0.564621
1.0,4,1356.29,499.93,2.0,1433.31,474.67,2.0,-61.12,001-01-0000001,0.987738
1.0,5,-16.23,480.08,2.0,62.47,485.63,2.0,-39.867,001-01-0000001,0.996056
1.0,6,1642.36,994.14,2.0,2153.66,762.62,2.0,-88.779,001-01-0000001,0.09089
1.0,7,2112.19,1667.59,2.0,1875.03,1819.11,2.0,-87.557,001-01-0000001,0.499658
1.0,8,1425.94,556.73,2.0,1424.18,553.63,2.0,-64.206,001-01-0000001,0.975961
1.0,9,469.23,901.52,2.0,562.91,645.51,2.0,-69.166,001-01-0000001,0.650924
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2005.43,842.8,2.0,1764.9,970.34,2.0,-70.876,001-01-0000001,0.968365
1.0,14,-67.92,1376.62,2.0,-1.67,1259.46,2.0,-60.479,001-01-0000001,0.987182
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-81.59,001-01-0000001,0.712674
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.74,1918.69,2.0,-70.78,1969.01,2.0,-67.167,001-01-0000001,0.981235
1.0,19,763.03,597.59,2.0,292.4,1154.16,2.0,-63.784,001-01-0000001,0.852673
1.0,20,1306.04,908.56,2.0,1182.37,507.19,2.0,-78.739,001-01-0000001,0.514869
1.0,21,1365.47,-33.41,2.0,1281.24,-90.79,2.0,-59.778,001-01-0000001,0.989308
1.0,23,962.61,-208.02,2.0,1342.84,-229.36,2.0,-65.57,001-01-0000001,0.798352
1.0,24,406.84,1227.22,2.0,165.04,1218.83,2.0,-64.189,001-01-0000001,0.947725
1.0,25,2032.55,1556.8,2.0,2177.44,1597.52,2.0,-86.236,001-01-0000001,0.532133
1.0,26,372.98,2099.55,2.0,350.85,2090.52,2.0,-70.557,001-01-0000001,0.968308
1.0,29,2033.64,1581.01,2.0,2089.36,1716.11,2.0,-76.531,001-01-0000001,0.930606
1.0,30,1629.58,1.28,2.0,1482.86,-125.25,2.0,-66.026,001-01-0000001,0.969568
1.0,32,2139.51,1946.6,2.0,1975.06,2129.63,2.0,-83.854,001-01-0000001,0.769525
1.0,34,864.04,1427.67,2.0,771.04,1517.05,2.0,-73.18,001-01-0000001,0.835311
1.0,35,1246.9,1246.72,2.0,1703.23,1414.12,2.0,-64.885,001-01-0000001,0.985492
1.0,36,-22.06,1998.6,2.0,39.18,2005.9,2.0,-74.958,001-01-0000001,0.871987
1.0,37,357.87,357.87,2.0,617.56,419.38,2.0,-49.288,001-01-0000001,0.941888
1.0,38,1062.32,180.12,2.0,912.27,204.59,2.0,-65.158,001-01-0000001,0.863601
1.0,39,1921.36,1557.71,2.0,1858.06,1552.38,2.0,-70.79,001-01-0000001,0.983638
1.0,41,832.81,-32.82,2.0,766.4,-15.95,2.0,-61.967,001-01-0000001,0.831175
1.0,43,1961.15,969.5,2.0,1976.93,956.03,2.0,-74.516,001-01-0000001,0.918322
1.0,44,328.96,1042.38,2.0,301.49,1170.25,2.0,-78.459,001-01-0000001,0.14521
1.0,45,1579.45,-102.26,2.0,1529.99,139.05,2.0,-71.153,001-01-0000001,0.871854
1.0,46,2168.66,2049.11,2.0,2173.16,1868.2,2.0,-83.797,001-01-0000001,0.79311
1.0,48,808.97,947.72,2.0,698.48,796.42,2.0,-60.828,001-01-0000001,0.976093
1.0,49,2000.0,1500.0,2.0,2000.28,1526.92,2.0,-95.694,001-01-0000001,0.011257
1.0,50,612.5,4.37,2.0,614.84,-72.26,2.0,-56.705,001-01-0000001,0.839341
1.0,51,1991.9,351.99,2.0,1752.16,366.64,2.0,-69.1,001-01-0000001,0.973367
1.0,52,754.57,245.42,2.0,406.71,331.91,2.0,-64.302,001-01-0000001,0.695192
1.0,53,870.73,4.49,2.0,805.7,18.76,2.0,-52.445,001-01-0000001,0.989254
1.0,54,1765.54,265.54,2.0,1101.2,308.75,2.0,-75.177,001-01-0000001,0.802476
1.0,55,-83.17,1113.31,2.0,185.59,1343.27,2.0,-79.091,001-01-0000001,0.13041
1.0,56,1870.79,-167.93,2.0,2185.18,116.11,2.0,-62.027,001-01-0000001,0.996183
