time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-60.572,9.504,-8.092,20
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-16.486,-31.604,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-22.008,-38.689,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-15.427,-32.649,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-40.000,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-17.654,-30.506,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-34.566,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-24.198,-40.000,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-23.835,-32.433,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-34.172,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-5.480,-15.017,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-12.801,-27.436,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-21.281,-30.073,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-28.328,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-31.381,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,6.322,-5.032,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-4.213,-17.977,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-21.296,-36.150,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-19.756,-34.336,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-27.043,-37.191,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,9.066,-4.785,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-8.107,-20.795,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-24.581,-33.497,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-11.356,-18.005,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-75.795,-12.882,-24.952,19
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.297,-35.632,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-26.007,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.256,-28.579,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.256,-32.870,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.320,-33.039,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.200,-14.136,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.588,-16.521,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.853,4.010,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.807,-29.894,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.852,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.741,-32.282,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.813,-19.438,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.319,-5.434,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.210,-15.763,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.802,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.015,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.194,-24.937,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.257,-31.837,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.112,-39.071,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.345,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.910,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.715,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.529,-28.143,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.415,-40.000,18
1.000,3,1665.008,1822.764,2.000,26,001-01-0000001,N,-84.934,-27.716,-38.345,30
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.322,-39.441,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.573,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.842,-34.680,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.384,-33.853,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.726,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.306,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.735,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.077,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.187,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.030,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.919,-39.600,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.262,-34.009,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.387,-29.523,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.822,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.525,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.116,-30.692,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.249,-29.112,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.890,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.142,-27.279,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.613,-32.127,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.696,-30.037,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.063,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.148,5.604,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.796,-23.755,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-61.120,3.699,-15.693,18
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.781,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-19.131,-31.743,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-3.023,-20.558,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-17.054,-35.732,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.576,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.572,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.203,-5.472,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.765,5.311,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.238,-17.352,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.203,-38.960,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.466,-34.566,14
1.000,4,1433.310,474.673,2.000,13,001-01-0000013,N,-73.000,-9.798,-21.078,9
1.000,4,1433.310,474.673,2.000,14,001-01-0000014,N,-86.777,-24.832,-36.721,7
1.000,4,1433.310,474.673,2.000,15,001-01-0000015,N,-70.166,-7.694,-19.769,10
1.000,4,1433.310,474.673,2.000,16,001-01-0000016,N,-95.441,-36.254,-40.000,23
1.000,4,1433.310,474.673,2.000,17,001-01-0000017,N,-77.755,-15.537,-29.073,18
1.000,4,1433.310,474.673,2.000,18,001-01-0000018,N,-85.063,-21.533,-36.445,14
1.000,4,1433.310,474.673,2.000,19,001-01-0000019,N,-85.543,-26.577,-36.492,13
1.000,4,1433.310,474.673,2.000,20,001-01-0000020,N,-95.018,-35.528,-40.000,15
1.000,4,1433.310,474.673,2.000,21,001-01-0000021,N,-100.287,-39.867,-40.000,27
1.000,4,1433.310,474.673,2.000,22,001-01-0000022,N,-88.214,-30.045,-37.586,23
1.000,4,1433.310,474.673,2.000,23,001-01-0000023,N,-100.093,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,24,001-01-0000024,N,-104.937,-40.000,-40.000,20
1.000,4,1433.310,474.673,2.000,25,001-01-0000025,N,-96.912,-35.713,-40.000,21
1.000,5,62.465,485.626,2.000,26,001-01-0000001,N,-39.867,1.194,-11.966,5
1.000,5,62.465,485.626,2.000,2,001-01-0000002,N,-64.556,-26.386,-40.000,8
1.000,5,62.465,485.626,2.000,3,001-01-0000003,N,-79.402,-36.301,-40.000,14
1.000,5,62.465,485.626,2.000,4,001-01-0000004,N,-89.541,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,5,001-01-0000005,N,-111.133,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,6,001-01-0000006,S,-27.109,15.522,14.038,1
1.000,5,62.465,485.626,2.000,7,001-01-0000007,N,-53.670,-12.705,-26.606,6
1.000,5,62.465,485.626,2.000,8,001-01-0000008,N,-67.549,-29.574,-40.000,12
1.000,5,62.465,485.626,2.000,9,001-01-0000009,N,-92.951,-40.000,-40.000,18
1.000,5,62.465,485.626,2.000,10,001-01-0000010,N,-89.840,-40.000,-40.000,25
1.000,5,62.465,485.626,2.000,11,001-01-0000011,N,-67.443,-25.698,-40.000,7
1.000,5,62.465,485.626,2.000,12,001-01-0000012,N,-87.918,-40.000,-40.000,9
1.000,5,62.465,485.626,2.000,13,001-01-0000013,N,-81.755,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,14,001-01-0000014,N,-80.444,-39.917,-40.000,20
1.000,5,62.465,485.626,2.000,15,001-01-0000015,N,-87.342,-40.000,-40.000,26
1.000,5,62.465,485.626,2.000,16,001-01-0000016,N,-91.257,-40.000,-40.000,13
1.000,5,62.465,485.626,2.000,17,001-01-0000017,N,-90.631,-40.000,-40.000,14
1.000,5,62.465,485.626,2.000,18,001-01-0000018,N,-81.052,-37.311,-40.000,18
1.000,5,62.465,485.626,2.000,19,001-01-0000019,N,-86.264,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,20,001-01-0000020,N,-112.913,-40.000,-40.000,28
1.000,5,62.465,485.626,2.000,21,001-01-0000021,N,-108.545,-40.000,-40.000,19
1.000,5,62.465,485.626,2.000,22,001-01-0000022,N,-90.145,-40.000,-40.000,20
1.000,5,62.465,485.626,2.000,23,001-01-0000023,N,-96.244,-40.000,-40.000,23
1.000,5,62.465,485.626,2.000,24,001-01-0000024,N,-96.509,-40.000,-40.000,27
1.000,5,62.465,485.626,2.000,25,001-01-0000025,N,-100.084,-40.000,-40.000,31
1.000,6,2153.655,762.622,2.000,26,001-01-0000001,N,-88.779,-10.133,-21.269,28
1.000,6,2153.655,762.622,2.000,2,001-01-0000002,N,-92.720,-14.977,-31.840,23
1.000,6,2153.655,762.622,2.000,3,001-01-0000003,N,-80.648,-2.501,-11.579,18
1.000,6,2153.655,762.622,2.000,4,001-01-0000004,N,-90.707,-13.576,-22.005,13
1.000,6,2153.655,762.622,2.000,5,001-01-0000005,N,-83.621,-4.741,-15.488,10
1.000,6,2153.655,762.622,2.000,6,001-01-0000006,N,-102.486,-23.686,-39.555,28
1.000,6,2153.655,762.622,2.000,7,001-01-0000007,N,-79.024,2.616,-13.814,21
1.000,6,2153.655,762.622,2.000,8,001-01-0000008,N,-90.463,-11.768,-23.647,15
1.000,6,2153.655,762.622,2.000,9,001-01-0000009,N,-77.534,2.677,-10.496,9
1.000,6,2153.655,762.622,2.000,10,001-01-0000010,S,-67.522,8.139,-2.165,4
1.000,6,2153.655,762.622,2.000,11,001-01-0000011,N,-97.192,-20.143,-35.144,28
1.000,6,2153.655,762.622,2.000,12,001-01-0000012,N,-96.381,-19.763,-34.008,21
1.000,6,2153.655,762.622,2.000,13,001-01-0000013,N,-81.074,-2.039,-15.113,15
1.000,6,2153.655,762.622,2.000,14,001-01-0000014,N,-84.504,-6.145,-21.357,9
1.000,6,2153.655,762.622,2.000,15,001-01-0000015,N,-72.347,8.566,-7.482,4
1.000,6,2153.655,762.622,2.000,16,001-01-0000016,N,-100.001,-19.764,-37.324,29
1.000,6,2153.655,762.622,2.000,17,001-01-0000017,N,-98.181,-18.991,-29.770,23
