time_sec,imsi,true_x,true_y,true_z,est_x,est_y,est_z,error_m
1.0,1,-192.51,1624.49,2.0,-0.01,1048.14,2.0,607.65
1.0,2,1468.55,659.46,2.0,1485.85,360.72,2.0,299.24
1.0,3,1665.01,1822.76,2.0,1558.45,1878.0,2.0,120.03
1.0,4,1433.31,474.67,2.0,1356.29,499.93,2.0,81.05
1.0,5,62.47,485.63,2.0,-16.23,480.08,2.0,78.89
1.0,6,2153.66,762.62,2.0,1642.36,994.14,2.0,561.27
1.0,7,1875.03,1819.11,2.0,2112.19,1667.59,2.0,281.43
1.0,8,1424.18,553.63,2.0,1425.94,556.73,2.0,3.56
1.0,9,562.91,645.51,2.0,469.23,901.52,2.0,272.61
1.0,10,747.94,2211.36,2.0,438.75,2186.61,2.0,310.18
1.0,11,1764.9,970.34,2.0,2005.43,842.8,2.0,272.25
1.0,14,-1.67,1259.46,2.0,-67.92,1376.62,2.0,134.59
1.0,15,1906.5,1411.21,2.0,1883.44,1383.44,2.0,36.1
1.0,17,-190.5,438.9,2.0,-134.87,14.75,2.0,427.78
1.0,18,-70.78,1969.01,2.0,196.74,1918.69,2.0,272.21
1.0,19,292.4,1154.16,2.0,763.03,597.59,2.0,728.88
1.0,20,1182.37,507.19,2.0,1306.04,908.56,2.0,419.98
1.0,21,1281.24,-90.79,2.0,1365.47,-33.41,2.0,101.91
1.0,23,1342.84,-229.36,2.0,962.61,-208.02,2.0,380.83
1.0,24,165.04,1218.83,2.0,406.84,1227.22,2.0,241.95
1.0,25,2177.44,1597.52,2.0,2032.55,1556.8,2.0,150.51
1.0,26,350.85,2090.52,2.0,372.98,2099.55,2.0,23.9
1.0,29,2089.36,1716.11,2.0,2033.64,1581.01,2.0,146.14
1.0,30,1482.86,-125.25,2.0,1629.58,1.28,2.0,193.75
1.0,32,1975.06,2129.63,2.0,2139.51,1946.6,2.0,246.06
1.0,34,771.04,1517.05,2.0,864.04,1427.67,2.0,128.98
1.0,35,1703.23,1414.12,2.0,1246.9,1246.72,2.0,486.06
1.0,36,39.18,2005.9,2.0,-22.06,1998.6,2.0,61.67
1.0,37,617.56,419.38,2.0,357.87,357.87,2.0,266.87
1.0,38,912.27,204.59,2.0,1062.32,180.12,2.0,152.03
1.0,39,1858.06,1552.38,2.0,1921.36,1557.71,2.0,63.53
1.0,41,766.4,-15.95,2.0,832.81,-32.82,2.0,68.52
1.0,43,1976.93,956.03,2.0,1961.15,969.5,2.0,20.75
1.0,44,301.49,1170.25,2.0,328.96,1042.38,2.0,130.79
1.0,45,1529.99,139.05,2.0,1579.45,-102.26,2.0,246.33
1.0,46,2173.16,1868.2,2.0,2168.66,2049.11,2.0,180.96
1.0,48,698.48,796.42,2.0,808.97,947.72,2.0,187.36
1.0,49,2000.28,1526.92,2.0,2000.0,1500.0,2.0,26.92
1.0,50,614.84,-72.26,2.0,612.5,4.37,2.0,76.67
1.0,51,1752.16,366.64,2.0,1991.9,351.99,2.0,240.19
1.0,52,406.71,331.91,2.0,754.57,245.42,2.0,358.46
1.0,53,805.7,18.76,2.0,870.73,4.49,2.0,66.58
1.0,54,1101.2,308.75,2.0,1765.54,265.54,2.0,665.74
1.0,55,185.59,1343.27,2.0,-83.17,1113.31,2.0,353.71
1.0,56,2185.18,116.11,2.0,1870.79,-167.93,2.0,423.69
1.0,58,387.09,2085.88,2.0,430.0,2124.01,2.0,57.41
1.0,60,1460.72,532.82,2.0,1466.25,483.19,2.0,49.94
1.0,62,666.53,1522.24,2.0,600.92,1330.39,2.0,202.76
1.0,63,1186.92,1960.37,2.0,1162.95,1905.9,2.0,59.51
1.0,64,584.74,-110.93,2.0,385.66,-0.03,2.0,227.89
1.0,65,1901.34,2190.16,2.0,2153.34,1981.92,2.0,326.91
1.0,66,939.3,790.95,2.0,912.8,919.49,2.0,131.24
1.0,68,329.59,896.17,2.0,437.31,987.93,2.0,141.5
1.0,69,1070.1,1736.29,2.0,1033.56,1581.85,2.0,158.71
1.0,70,1812.69,2024.22,2.0,1922.88,2189.52,2.0,198.66
1.0,71,486.1,710.63,2.0,358.88,358.89,2.0,374.04
1.0,73,334.31,1655.46,2.0,499.99,1270.97,2.0,418.66
1.0,74,832.99,418.25,2.0,912.14,397.82,2.0,81.75
1.0,75,1893.59,2228.22,2.0,1876.98,1657.19,2.0,571.26
1.0,76,803.82,1845.83,2.0,850.04,1975.24,2.0,137.42
1.0,77,1616.48,-39.61,2.0,1534.76,-115.73,2.0,111.68
1.0,78,1456.79,1930.51,2.0,1452.15,1942.41,2.0,12.77
1.0,80,2111.31,402.37,2.0,2067.46,463.98,2.0,75.63
1.0,81,1057.99,1273.98,2.0,1137.05,1709.58,2.0,442.72
1.0,82,978.38,1315.24,2.0,857.45,1288.69,2.0,123.81
1.0,83,2008.24,1614.59,2.0,1970.63,1566.56,2.0,61.01
1.0,85,1116.07,2072.0,2.0,1021.61,2059.27,2.0,95.32
1.0,86,2041.48,-62.27,2.0,2000.31,74.32,2.0,142.67
1.0,88,957.44,2065.61,2.0,1013.5,2111.0,2.0,72.13
1.0,90,1744.02,1698.11,2.0,1693.64,1701.27,2.0,50.48
1.0,91,556.64,473.36,2.0,525.23,511.92,2.0,49.74
1.0,92,-48.84,1574.0,2.0,-42.56,1496.85,2.0,77.4
1.0,93,1631.88,1019.92,2.0,1538.43,922.72,2.0,134.83
1.0,94,594.79,1481.75,2.0,682.35,1566.91,2.0,122.14
1.0,95,660.81,1801.87,2.0,373.2,1669.96,2.0,316.42
1.0,96,688.16,1499.78,2.0,428.4,1249.68,2.0,360.59
1.0,98,215.39,2003.38,2.0,411.57,1636.76,2.0,415.81
1.0,99,600.11,802.59,2.0,335.85,672.58,2.0,294.52
1.0,100,835.92,284.91,2.0,860.5,384.56,2.0,102.64
1.0,101,535.11,1098.03,2.0,619.3,1046.59,2.0,98.66
