time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-75.572,-4.296,-23.092,20
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.286,-30.404,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-20.808,-37.489,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.228,-31.448,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-38.866,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.454,-29.305,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.367,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-22.999,-38.889,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-22.635,-31.233,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-32.972,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.280,-13.803,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-11.601,-26.234,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.081,-28.872,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.128,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.181,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.522,-3.007,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.013,-16.764,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.096,-34.950,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-18.557,-33.136,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-25.843,-35.991,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,10.265,-2.724,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-6.908,-19.591,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.382,-32.297,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.156,-16.795,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-90.795,-27.872,-39.952,19
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.287,-35.623,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-25.997,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.247,-28.569,8
1.000,2,1468.545,659.461,2.000,5,001-01-0000005,N,-79.872,-18.246,-32.860,11
1.000,2,1468.545,659.461,2.000,6,001-01-0000006,N,-80.783,-18.310,-33.029,19
1.000,2,1468.545,659.461,2.000,7,001-01-0000007,N,-67.447,-8.190,-14.126,13
1.000,2,1468.545,659.461,2.000,8,001-01-0000008,N,-65.987,-2.579,-16.511,6
1.000,2,1468.545,659.461,2.000,9,001-01-0000009,S,-50.212,14.863,4.071,2
1.000,2,1468.545,659.461,2.000,10,001-01-0000010,N,-80.720,-18.797,-29.885,7
1.000,2,1468.545,659.461,2.000,11,001-01-0000011,N,-100.153,-36.842,-40.000,19
1.000,2,1468.545,659.461,2.000,12,001-01-0000012,N,-81.011,-17.732,-32.272,13
1.000,2,1468.545,659.461,2.000,13,001-01-0000013,N,-72.110,-5.803,-19.429,7
1.000,2,1468.545,659.461,2.000,14,001-01-0000014,N,-59.751,-1.309,-5.423,4
1.000,2,1468.545,659.461,2.000,15,001-01-0000015,N,-68.957,-1.200,-15.753,8
1.000,2,1468.545,659.461,2.000,16,001-01-0000016,N,-87.803,-24.792,-40.000,22
1.000,2,1468.545,659.461,2.000,17,001-01-0000017,N,-97.900,-33.005,-40.000,16
1.000,2,1468.545,659.461,2.000,18,001-01-0000018,N,-74.336,-10.184,-24.928,12
1.000,2,1468.545,659.461,2.000,19,001-01-0000019,N,-80.123,-14.247,-31.827,11
1.000,2,1468.545,659.461,2.000,20,001-01-0000020,N,-89.656,-27.102,-39.061,13
1.000,2,1468.545,659.461,2.000,21,001-01-0000021,N,-96.643,-29.336,-40.000,25
1.000,2,1468.545,659.461,2.000,22,001-01-0000022,N,-101.507,-38.900,-40.000,21
1.000,2,1468.545,659.461,2.000,23,001-01-0000023,N,-90.582,-25.706,-40.000,18
1.000,2,1468.545,659.461,2.000,24,001-01-0000024,N,-80.886,-18.519,-28.133,17
1.000,2,1468.545,659.461,2.000,25,001-01-0000025,N,-90.701,-26.405,-40.000,18
1.000,3,1665.008,1822.764,2.000,1,001-01-0000001,N,-93.002,-35.783,-40.000,32
1.000,3,1665.008,1822.764,2.000,2,001-01-0000002,N,-87.289,-24.321,-39.440,28
1.000,3,1665.008,1822.764,2.000,3,001-01-0000003,N,-99.626,-37.572,-40.000,25
1.000,3,1665.008,1822.764,2.000,4,001-01-0000004,N,-86.554,-21.841,-34.679,23
1.000,3,1665.008,1822.764,2.000,5,001-01-0000005,N,-77.197,-13.383,-33.852,24
1.000,3,1665.008,1822.764,2.000,6,001-01-0000006,N,-91.250,-23.725,-40.000,27
1.000,3,1665.008,1822.764,2.000,7,001-01-0000007,N,-96.362,-32.305,-40.000,23
1.000,3,1665.008,1822.764,2.000,8,001-01-0000008,N,-92.689,-29.734,-40.000,19
1.000,3,1665.008,1822.764,2.000,9,001-01-0000009,N,-86.692,-23.996,-35.076,17
1.000,3,1665.008,1822.764,2.000,10,001-01-0000010,N,-84.155,-18.577,-39.186,17
1.000,3,1665.008,1822.764,2.000,11,001-01-0000011,N,-91.708,-27.029,-40.000,24
1.000,3,1665.008,1822.764,2.000,12,001-01-0000012,N,-83.887,-20.918,-39.599,18
1.000,3,1665.008,1822.764,2.000,13,001-01-0000013,N,-84.199,-18.261,-34.008,14
1.000,3,1665.008,1822.764,2.000,14,001-01-0000014,N,-77.797,-18.386,-29.522,11
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.821,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.115,-30.691,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.248,-29.111,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.889,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.141,-27.278,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.126,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.036,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.062,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.149,5.610,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.795,-23.754,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-76.120,-11.124,-30.693,18
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.604,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-18.954,-31.566,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-2.845,-20.380,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-16.877,-35.555,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.398,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.395,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.380,-5.216,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.942,5.786,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.415,-17.170,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.026,-38.783,20
1.000,4,1433.310,474.673,2.000,12,001-01-0000012,N,-82.097,-14.289,-34.389,14
