time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,1,-192.507,1624.489,2.000,26,001-01-0000001,N,-64.984,5.844,-12.504,19
1.000,1,-192.507,1624.489,2.000,2,001-01-0000002,N,-87.264,-15.734,-30.852,23
1.000,1,-192.507,1624.489,2.000,3,001-01-0000003,N,-89.753,-21.256,-37.937,26
1.000,1,-192.507,1624.489,2.000,4,001-01-0000004,N,-85.077,-14.675,-31.896,30
1.000,1,-192.507,1624.489,2.000,5,001-01-0000005,N,-105.827,-39.314,-40.000,35
1.000,1,-192.507,1624.489,2.000,6,001-01-0000006,N,-85.248,-16.901,-29.754,15
1.000,1,-192.507,1624.489,2.000,7,001-01-0000007,N,-102.731,-33.814,-40.000,17
1.000,1,-192.507,1624.489,2.000,8,001-01-0000008,N,-94.113,-23.446,-39.337,21
1.000,1,-192.507,1624.489,2.000,9,001-01-0000009,N,-90.538,-23.083,-31.681,26
1.000,1,-192.507,1624.489,2.000,10,001-01-0000010,N,-104.260,-33.419,-40.000,32
1.000,1,-192.507,1624.489,2.000,11,001-01-0000011,N,-74.524,-4.728,-14.257,8
1.000,1,-192.507,1624.489,2.000,12,001-01-0000012,N,-82.240,-12.048,-26.683,12
1.000,1,-192.507,1624.489,2.000,13,001-01-0000013,N,-86.778,-20.528,-29.320,17
1.000,1,-192.507,1624.489,2.000,14,001-01-0000014,N,-95.159,-27.576,-40.000,23
1.000,1,-192.507,1624.489,2.000,15,001-01-0000015,N,-99.812,-30.629,-40.000,29
1.000,1,-192.507,1624.489,2.000,16,001-01-0000016,N,-59.069,7.074,-3.808,3
1.000,1,-192.507,1624.489,2.000,17,001-01-0000017,N,-74.592,-3.461,-17.217,9
1.000,1,-192.507,1624.489,2.000,18,001-01-0000018,N,-91.210,-20.544,-35.398,15
1.000,1,-192.507,1624.489,2.000,19,001-01-0000019,N,-89.599,-19.004,-33.583,22
1.000,1,-192.507,1624.489,2.000,20,001-01-0000020,N,-95.224,-26.290,-36.439,28
1.000,1,-192.507,1624.489,2.000,21,001-01-0000021,S,-58.961,9.818,-3.542,5
1.000,1,-192.507,1624.489,2.000,22,001-01-0000022,N,-79.049,-7.355,-20.040,10
1.000,1,-192.507,1624.489,2.000,23,001-01-0000023,N,-89.951,-23.829,-32.745,16
1.000,1,-192.507,1624.489,2.000,24,001-01-0000024,N,-75.784,-10.603,-17.247,22
1.000,1,-192.507,1624.489,2.000,25,001-01-0000025,N,-111.370,-40.000,-40.000,28
1.000,2,1468.545,659.461,2.000,26,001-01-0000001,N,-79.773,-16.853,-28.929,18
1.000,2,1468.545,659.461,2.000,2,001-01-0000002,N,-82.028,-21.291,-35.626,15
1.000,2,1468.545,659.461,2.000,3,001-01-0000003,N,-89.690,-26.001,-40.000,10
1.000,2,1468.545,659.461,2.000,4,001-01-0000004,N,-77.576,-10.250,-28.573,8
