timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,1,-0.89,1756.9,2.0,-192.51,1624.49,2.0,-64.984,001-01-0000001,0.984743
1.0,2,1527.01,362.63,2.0,1468.55,659.46,2.0,-79.773,001-01-0000001,0.432681
1.0,3,1566.28,1882.08,2.0,1665.01,1822.76,2.0,-89.231,001-01-0000001,0.287501
1.0,4,1356.27,499.93,2.0,1433.31,474.67,2.0,-65.088,001-01-0000001,0.959341
1.0,5,-16.24,480.09,2.0,62.47,485.63,2.0,-42.232,001-01-0000001,0.990947
1.0,6,1642.36,994.14,2.0,2153.66,762.62,2.0,-93.104,001-01-0000001,0.000749
1.0,7,2114.55,1665.98,2.0,1875.03,1819.11,2.0,-90.033,001-01-0000001,0.336216
1.0,8,1427.49,558.71,2.0,1424.18,553.63,2.0,-68.154,001-01-0000001,0.928878
1.0,9,469.72,901.37,2.0,562.91,645.51,2.0,-71.861,001-01-0000001,0.486668
1.0,10,438.75,2186.61,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836094
1.0,11,2013.09,843.25,2.0,1764.9,970.34,2.0,-75.043,001-01-0000001,0.906317
1.0,14,-69.19,1377.33,2.0,-1.67,1259.46,2.0,-64.58,001-01-0000001,0.956311
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-85.865,001-01-0000001,0.459655
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.74,1918.7,2.0,-70.78,1969.01,2.0,-71.611,001-01-0000001,0.93399
1.0,19,770.31,613.62,2.0,292.4,1154.16,2.0,-67.526,001-01-0000001,0.710526
1.0,20,1305.56,909.58,2.0,1182.37,507.19,2.0,-82.446,001-01-0000001,0.271315
1.0,21,1365.63,-34.04,2.0,1281.24,-90.79,2.0,-63.983,001-01-0000001,0.961359
1.0,23,966.46,-208.67,2.0,1342.84,-229.36,2.0,-69.937,001-01-0000001,0.579748
1.0,24,212.8,1486.36,2.0,165.04,1218.83,2.0,-67.887,001-01-0000001,0.927591
1.0,25,2035.33,1555.11,2.0,2177.44,1597.52,2.0,-90.605,001-01-0000001,0.247004
1.0,26,374.32,2101.24,2.0,350.85,2090.52,2.0,-74.914,001-01-0000001,0.900913
1.0,27,-88.28,78.93,2.0,29.91,-101.42,2.0,-47.563,001-01-0000001,0.0
1.0,29,2034.72,1580.56,2.0,2089.36,1716.11,2.0,-80.895,001-01-0000001,0.812862
1.0,30,1629.59,1.2,2.0,1482.86,-125.25,2.0,-70.348,001-01-0000001,0.904617
1.0,32,2143.11,1957.17,2.0,1975.06,2129.63,2.0,-88.261,001-01-0000001,0.533567
