timestamp,ue_id,estimated_ue_x,estimated_ue_y,estimated_ue_z,ue_x,ue_y,ue_z,rsrp_observed,ecgi,anomaly_score_wi
1.0,2,1462.74,365.05,2.0,1468.55,659.46,2.0,-71.364,001-01-0000001,0.840668
1.0,3,1554.11,1876.02,2.0,1665.01,1822.76,2.0,-81.919,001-01-0000001,0.729795
1.0,4,1316.48,451.27,2.0,1433.31,474.67,2.0,-56.736,001-01-0000001,0.996701
1.0,5,-16.2,480.06,2.0,62.47,485.63,2.0,-35.602,001-01-0000001,0.999257
1.0,6,2357.76,993.7,2.0,2153.66,762.62,2.0,-85.953,001-01-0000001,0.549291
1.0,7,2109.67,1669.24,2.0,1875.03,1819.11,2.0,-84.726,001-01-0000001,0.669129
1.0,8,1424.65,555.01,2.0,1424.18,553.63,2.0,-59.681,001-01-0000001,0.994498
1.0,9,467.97,901.92,2.0,562.91,645.51,2.0,-57.005,001-01-0000001,0.979414
1.0,10,438.76,2186.62,2.0,747.94,2211.36,2.0,-77.892,001-01-0000001,0.836095
1.0,11,2000.44,842.71,2.0,1764.9,970.34,2.0,-67.293,001-01-0000001,0.989477
1.0,12,-123.2,20.23,2.0,-35.31,129.63,2.0,-48.396,001-01-0000001,0.0
1.0,14,-67.12,1376.18,2.0,-1.67,1259.46,2.0,-57.18,001-01-0000001,0.995875
1.0,15,1883.44,1383.44,2.0,1906.5,1411.21,2.0,-78.481,001-01-0000001,0.841986
1.0,17,-134.87,14.75,2.0,-190.5,438.9,2.0,-49.713,001-01-0000001,0.0
1.0,18,196.73,1918.68,2.0,-70.78,1969.01,2.0,-65.032,001-01-0000001,0.990579
1.0,20,1306.56,907.46,2.0,1182.37,507.19,2.0,-73.051,001-01-0000001,0.811767
1.0,21,1365.39,-33.08,2.0,1281.24,-90.79,2.0,-56.975,001-01-0000001,0.995967
1.0,23,961.09,-207.74,2.0,1342.84,-229.36,2.0,-63.455,001-01-0000001,0.869774
1.0,25,2030.87,1557.73,2.0,2177.44,1597.52,2.0,-83.554,001-01-0000001,0.688214
1.0,26,372.33,2098.72,2.0,350.85,2090.52,2.0,-67.939,001-01-0000001,0.985688
1.0,27,-88.28,78.93,2.0,29.91,-101.42,2.0,-47.563,001-01-0000001,0.0
1.0,29,2033.09,1581.24,2.0,2089.36,1716.11,2.0,-73.826,001-01-0000001,0.966568
1.0,30,1629.58,1.32,2.0,1482.86,-125.25,2.0,-63.57,001-01-0000001,0.985621
1.0,32,2137.56,1941.75,2.0,1975.06,2129.63,2.0,-81.344,001-01-0000001,0.860878
1.0,34,864.84,1426.2,2.0,771.04,1517.05,2.0,-68.896,001-01-0000001,0.939583
1.0,36,-22.02,1998.13,2.0,39.18,2005.9,2.0,-72.666,001-01-0000001,0.925509
1.0,38,798.99,0.04,2.0,912.27,204.59,2.0,-58.826,001-01-0000001,0.902059
1.0,39,1919.63,1555.27,2.0,1858.06,1552.38,2.0,-67.721,001-01-0000001,0.994085
1.0,41,832.75,-32.48,2.0,766.4,-15.95,2.0,-58.124,001-01-0000001,0.930347
1.0,43,1960.95,969.75,2.0,1976.93,956.03,2.0,-71.352,001-01-0000001,0.964687
1.0,44,328.87,1042.0,2.0,301.49,1170.25,2.0,-78.091,001-01-0000001,0.164718
1.0,45,1577.63,-103.65,2.0,1529.99,139.05,2.0,-67.884,001-01-0000001,0.941729
1.0,46,2169.52,2046.09,2.0,2173.16,1868.2,2.0,-81.256,001-01-0000001,0.878571
1.0,47,135.34,0.41,2.0,217.79,-41.15,2.0,-49.663,001-01-0000001,1e-06
1.0,49,2000.0,1500.0,2.0,2000.28,1526.92,2.0,-92.778,001-01-0000001,0.104951
1.0,50,612.5,4.41,2.0,614.84,-72.26,2.0,-54.765,001-01-0000001,0.895531
1.0,51,1991.8,351.99,2.0,1752.16,366.64,2.0,-65.844,001-01-0000001,0.990466
1.0,54,1765.54,265.54,2.0,1101.2,308.75,2.0,-69.543,001-01-0000001,0.946529
1.0,55,-85.46,1111.6,2.0,185.59,1343.27,2.0,-75.152,001-01-0000001,0.368638
1.0,56,1788.04,-3.89,2.0,2185.18,116.11,2.0,-59.815,001-01-0000001,0.997749
1.0,58,428.25,2123.01,2.0,387.09,2085.88,2.0,-78.224,001-01-0000001,0.806605
1.0,60,1466.21,483.27,2.0,1460.72,532.82,2.0,-54.236,001-01-0000001,0.999375
1.0,62,533.2,1305.45,2.0,666.53,1522.24,2.0,-79.982,001-01-0000001,0.303032
1.0,63,1161.32,1903.12,2.0,1186.92,1960.37,2.0,-69.484,001-01-0000001,0.981516
1.0,64,335.67,-0.01,2.0,584.74,-110.93,2.0,-44.467,001-01-0000001,0.907267
1.0,65,2153.15,1980.37,2.0,1901.34,2190.16,2.0,-68.043,001-01-0000001,0.99758
1.0,66,903.08,903.08,2.0,939.3,790.95,2.0,-47.869,001-01-0000001,0.999853
1.0,68,437.55,986.74,2.0,329.59,896.17,2.0,-55.011,001-01-0000001,0.992168
1.0,69,1033.27,1581.96,2.0,1070.1,1736.29,2.0,-67.305,001-01-0000001,0.978298
1.0,70,1920.6,2188.57,2.0,1812.69,2024.22,2.0,-69.819,001-01-0000001,0.995195
1.0,73,499.99,1270.97,2.0,334.31,1655.46,2.0,-85.143,001-01-0000001,0.025047
1.0,74,910.65,399.13,2.0,832.99,418.25,2.0,-68.762,001-01-0000001,0.653477
1.0,75,1873.06,1654.04,2.0,1893.59,2228.22,2.0,-76.737,001-01-0000001,0.917318
1.0,76,850.04,1975.24,2.0,803.82,1845.83,2.0,-75.729,001-01-0000001,0.883631
1.0,77,1530.57,-116.91,2.0,1616.48,-39.61,2.0,-71.824,001-01-0000001,0.835037
1.0,78,1452.2,1942.36,2.0,1456.79,1930.51,2.0,-70.067,001-01-0000001,0.985596
1.0,80,2066.86,462.9,2.0,2111.31,402.37,2.0,-79.672,001-01-0000001,0.727998
1.0,81,707.95,1212.53,2.0,1057.99,1273.98,2.0,-62.284,001-01-0000001,0.979415
1.0,82,857.45,1288.69,2.0,978.38,1315.24,2.0,-77.757,001-01-0000001,0.548685
1.0,83,1963.06,1562.67,2.0,2008.24,1614.59,2.0,-94.833,001-01-0000001,0.031154
1.0,85,1021.5,2059.31,2.0,1116.07,2072.0,2.0,-75.485,001-01-0000001,0.915045
1.0,86,1993.97,74.08,2.0,2041.48,-62.27,2.0,-69.133,001-01-0000001,0.971284
1.0,88,1009.24,2111.43,2.0,957.44,2065.61,2.0,-75.547,001-01-0000001,0.919709
1.0,89,-0.01,218.17,2.0,-116.79,340.15,2.0,-48.396,001-01-0000001,0.382321
1.0,90,1060.58,1060.96,2.0,1744.02,1698.11,2.0,-63.737,001-01-0000001,0.976947
1.0,91,273.76,273.76,2.0,556.64,473.36,2.0,-29.712,001-01-0000001,0.999734
1.0,92,-42.55,1496.64,2.0,-48.84,1574.0,2.0,-58.494,001-01-0000001,0.995939
1.0,93,1534.61,920.93,2.0,1631.88,1019.92,2.0,-65.566,001-01-0000001,0.983332
1.0,94,684.59,1560.45,2.0,594.79,1481.75,2.0,-57.297,001-01-0000001,0.998863
1.0,95,370.62,1668.0,2.0,660.81,1801.87,2.0,-68.259,001-01-0000001,0.954102
1.0,96,401.74,1205.22,2.0,688.16,1499.78,2.0,-61.114,001-01-0000001,0.976309
1.0,100,859.58,385.68,2.0,835.92,284.91,2.0,-68.031,001-01-0000001,0.645224
1.0,101,620.95,1042.12,2.0,535.11,1098.03,2.0,-65.029,001-01-0000001,0.91547
1.0,102,-108.02,1008.78,2.0,-84.81,961.27,2.0,-61.308,001-01-0000001,0.930806
1.0,103,1501.46,1787.43,2.0,1756.12,1689.55,2.0,-80.588,001-01-0000001,0.759197
1.0,104,1666.48,1022.82,2.0,1848.46,859.72,2.0,-81.333,001-01-0000001,0.563546
1.0,106,594.56,2209.29,2.0,1236.89,2231.36,2.0,-75.892,001-01-0000001,0.904524
1.0,108,1942.41,-17.17,2.0,1929.51,21.71,2.0,-71.55,001-01-0000001,0.936924
1.0,109,1850.51,-1.53,2.0,1649.68,-57.1,2.0,-64.105,001-01-0000001,0.991343
1.0,110,1538.59,2046.52,2.0,1507.37,2068.26,2.0,-70.592,001-01-0000001,0.987175
