time_sec,imsi,ue_x,ue_y,ue_z,cell_id,ecgi,cell_role,rsrp_dbm,rsrq_db,snr_db,timing_advance
1.000,3,1665.008,1822.764,2.000,15,001-01-0000015,N,-72.454,-8.821,-21.916,11
1.000,3,1665.008,1822.764,2.000,16,001-01-0000016,N,-99.247,-36.524,-40.000,22
1.000,3,1665.008,1822.764,2.000,17,001-01-0000017,N,-84.331,-17.115,-30.692,15
1.000,3,1665.008,1822.764,2.000,18,001-01-0000018,N,-76.327,-15.248,-29.111,9
1.000,3,1665.008,1822.764,2.000,19,001-01-0000019,N,-58.197,4.558,-13.889,5
1.000,3,1665.008,1822.764,2.000,20,001-01-0000020,N,-71.436,-11.141,-27.278,6
1.000,3,1665.008,1822.764,2.000,21,001-01-0000021,N,-85.294,-24.612,-32.126,21
1.000,3,1665.008,1822.764,2.000,22,001-01-0000022,N,-75.962,-14.695,-30.036,15
1.000,3,1665.008,1822.764,2.000,23,001-01-0000023,N,-90.806,-26.062,-40.000,9
1.000,3,1665.008,1822.764,2.000,24,001-01-0000024,S,-49.666,14.149,5.609,3
1.000,3,1665.008,1822.764,2.000,25,001-01-0000025,N,-74.169,-14.795,-23.754,5
1.000,4,1433.310,474.673,2.000,26,001-01-0000001,N,-66.120,-1.177,-20.693,18
1.000,4,1433.310,474.673,2.000,2,001-01-0000002,N,-86.939,-28.656,-40.000,13
1.000,4,1433.310,474.673,2.000,3,001-01-0000003,N,-80.755,-19.007,-31.619,8
1.000,4,1433.310,474.673,2.000,4,001-01-0000004,N,-68.548,-2.898,-20.433,6
1.000,4,1433.310,474.673,2.000,5,001-01-0000005,N,-81.621,-16.930,-35.607,9
1.000,4,1433.310,474.673,2.000,6,001-01-0000006,N,-89.005,-27.451,-40.000,18
1.000,4,1433.310,474.673,2.000,7,001-01-0000007,N,-93.468,-33.448,-40.000,12
1.000,4,1433.310,474.673,2.000,8,001-01-0000008,N,-52.492,8.328,-5.293,6
1.000,4,1433.310,474.673,2.000,9,001-01-0000009,S,-49.393,10.889,5.641,1
1.000,4,1433.310,474.673,2.000,10,001-01-0000010,N,-63.244,2.362,-17.224,7
1.000,4,1433.310,474.673,2.000,11,001-01-0000011,N,-87.811,-27.079,-38.835,20
